IntName,Name,Epithet,HP,Atk,Spd,Def,Res,Movement,Weapon Type,Game,Secondary Game,HP Grow,Atk Grow,Spd Grow,Def Grow,Res Grow,DFlowerLimit,BVID,HeroType,HasResp,RefreshType,BaseWeapon,BaseAssist,BaseSpecial,BaseA,BaseB,BaseC,BaseX
Læraðr,Læraðr,Quieting Heart,50,48,17,44,48,3,CBeast,0,-1,60,80,30,75,90,5,-1,MYTHIC,FALSE,0,Quieting Branch,,Armored Floe,Atk/Res Fortune,Yggdrasill's Alter,Barricade,
Lapis,Lapis,Mighty Flower,41,41,45,29,32,0,Sword,17,-1,55,75,70,50,55,15,214,0,FALSE,0,Defier's Sword+,,Luna,Sorcery Blade 3,,Spd/Def Oath 3,
BR!Lapis,Lapis,Mighty Bride,41,42,47,30,24,1,Sword,17,-1,50,70,90,50,45,10,72,HERO,FALSE,0,Wildflower Edge,,Escutcheon,Flared Sparrow,Flow Guard 4,Panic Smoke 4,
Lara,Lara,Step Lively,40,35,44,34,24,0,RDagger,5,-1,55,70,75,60,45,10,110,0,FALSE,2,Clever Dagger+,Dance,,,Rockslide Dance 2,Atk Smoke 3,
Larcei,Larcei,Keen Kin,41,36,40,30,25,0,Sword,4,-1,55,65,70,50,40,30,160,0,FALSE,0,Larcei's Edge,,Regnal Astra,Atk/Spd Solo 3,Repel 3,Panic Smoke 3,
CF!Larcei,Larcei,Scion of Astra,40,39,42,33,28,0,Axe,4,-1,50,70,70,55,50,20,99,0,FALSE,0,Whirling Grace,,Regnal Astra,Spd/Def Solo 4,Frenzy 3,Joint Drive Atk,
BR!Larum,Larum,Dancing Bride,38,32,40,26,31,2,Lance,6,-1,45,65,70,50,55,20,132,0,FALSE,2,Bridal Sunflower+,Dance,,,Atk Cantrip 3,Guidance 3,
Larum,Larum,Sprightly Dancer,37,32,39,18,30,0,CDagger,6,-1,45,60,70,35,60,30,28,0,FALSE,2,Dragonslasher+,Dance,,,Disarm Trap 3,Spd/Res Gap 3,
Laslow,Laslow,Dancing Duelist,44,35,26,30,22,0,Sword,14,-1,55,60,45,55,40,30,230,0,FALSE,0,Laslow's Blade,,Noontime,,Axebreaker 3,Hone Spd 3,
Laurent,Laurent,The Elucidator,39,46,30,24,43,0,CTome,13,-1,60,90,50,40,70,10,105,0,FALSE,0,"Hvítrdeer+	",,Iceberg,Atk/Res Ideal 3,,Rouse Atk/Res 3,
Leanne,Leanne,Forest's Song,36,27,37,16,34,2,CBeast,10,-1,50,50,65,30,60,30,245,0,FALSE,0,Heron Wing,Sing,,Mirror Stance 2,Flier Formation 3,Hone Beasts,
Legault,Legault,The Hurricane,39,31,38,24,19,0,CDagger,7,-1,50,55,65,40,35,35,232,0,FALSE,0,Hurricane Dagger,,Glimmer,Swift Strike 2,,Atk Tactic 3,
Legion,Legion,Masked Maniac,46,36,35,22,18,0,Axe,1,-1,60,60,60,40,35,35,114,0,FALSE,0,Sneering Axe,,Reprisal,Fury 3,Obstruct 3,,
CF!Leif,Leif,Destined Scions,40,40,41,27,20,1,CBow,5,-1,50,70,70,50,40,20,115,0,FALSE,0,Bow of Twelve,,Njörun's Zeal,Atk/Spd Catch 4,S Drink,Pulse Smoke 3,
Leif,Leif,Prince of Leonster,40,32,38,30,23,0,Sword,5,-1,50,60,65,50,40,35,27,0,TRUE,0,Light Brand,,Blazing Light,Steady Blow 2,S Drink,Drive Atk 2,
L!Leif,Leif,Unifier of Thracia,40,38,22,29,27,1,CBow,776,-1,50,70,45,50,45,30,247,0,FALSE,0,Meisterbogen,,Njörun's Zeal II,Atk/Res Push 4,S Drink,Joint Drive Atk,
TH!Leila,Leila,Keen Lookout,40,38,43,20,25,2,RTome,7,-1,50,70,70,40,45,20,218,0,FALSE,0,Soothing Scent,,Moonbow,Swift Sparrow 3,,Def/Res Smoke 3,
Leila,Leila,Rose amid Fangs,40,36,41,23,26,0,CDagger,7,-1,50,65,70,45,45,30,217,0,FALSE,0,Constant Dagger,Rally Atk/Spd+,,Life and Death 4,Atk/Def Ruse 3,Atk Smoke 3,
R!Leila,Leila,Superb Shadow,40,45,48,27,33,0,CDagger,7,-1,50,80,90,45,55,5,-1,REARM,FALSE,0,Arcane Sly Knife,,Lethality,Atk/Spd Finish 4,Dark Perfume,Lookout Force,
Lena,Lena,Tender Angel,40,32,29,24,37,0,Staff,1,-1,50,55,50,45,65,30,22,0,FALSE,0,Gravity+,Recover+,Heavenly Light,Def/Res 2,,Atk Ploy 3,
Lene,Lene,Yearning Dancer,35,28,35,23,28,0,Sword,4,-1,45,50,65,45,50,35,121,0,FALSE,0,Safeguard+,Dance,,,Firestorm Dance 2,Sword Valor 3,
SP!Leo,Leo,Extra Tomatoes,37,33,21,27,28,1,GTome,14,-1,50,50,35,50,50,30,242,0,FALSE,0,Sandwiches!+,,Glimmer,Distant Def 3,Quick Riposte 3,,
SU!Leo,Leo,Seashore's Prince,37,32,27,16,35,0,RTome,14,-1,45,55,50,25,65,35,93,0,FALSE,0,Tomato Tome+,,Iceberg,,Seal Res 3,Atk Ploy 3,
V!Leo,Leo,Shrouded Heart,37,45,31,16,45,1,GBow,14,-1,50,70,60,30,80,15,223,0,FALSE,0,Duskbloom Bow,,Iceberg,Remote Mirrow,A/D Far Trace 3,,
Leo,Leo,Sorcerous Prince,39,29,22,25,30,1,RTome,14,-1,50,50,40,45,50,30,41,0,FALSE,0,Brynhildr,,Blazing Light,,Quick Riposte 3,Savage Blow 3,
SF!Leo,Leo,Festival Bonds,37,46,27,18,46,1,CTome,14,-1,50,90,45,30,75,10,-1,HERO,FALSE,0,Juicy Bucketful+,,Glacies,Still Water 3,,Fatal Smoke 3,
Leon,Leon,True of Heart,39,34,30,30,15,0,CBow,15,-1,50,60,55,50,25,35,54,0,FALSE,0,Bow of Beauty,,Ignis,Speed +3,Guard 3,,
Leonardo,Leonardo,Freedom's Arrow,40,44,42,26,36,0,CBow,10,-1,50,70,75,50,65,10,180,HERO,FALSE,0,Doubler Bow+,,Luna,Atk/Res Finish 3,Guard 3,,
SU!Leonie,Leonie,Relentless Rays,41,36,39,27,19,1,CBow,16,-1,55,65,70,45,35,25,113,0,FALSE,0,Sunflower Bow+,Reposition,,Atk/Spd Push 3,Spd/Def Link 3,,
Lethe,Lethe,Gallia's Valkyrie,41,33,38,26,19,1,RBeast,10,-1,55,55,65,50,30,30,18,0,FALSE,0,Brazen Cat Fang,,Moonbow,Spd/Def Solo 3,,Hone Beasts,
NY!Lethe,Lethe,New Year's Claw,41,35,41,27,18,1,GBeast,10,-1,55,60,70,50,30,30,148,0,FALSE,0,Guardian Fang,,Glimmer,Atk/Spd Solo 3,Lull Spd/Def 3,,
H!Lethe,Lethe,Cat Attack,40,44,47,35,24,1,BBeast,10,-1,50,80,90,50,45,5,-1,HERO,FALSE,0,Hungry Cat Fang,,Dragon Fang,Atk/Spd Clash 3,S/D Near Trace 3,,
Letizia,Letizia,Curse Director,38,40,16,35,34,1,GTome,0,-1,50,70,30,60,60,20,122,0,FALSE,0,Körmt,,Draconic Aura,Atk/Res Catch 4,A/R Far Trace 3,Rouse Atk/Res 4,
Lewyn,Lewyn,Guiding Breeze,38,34,37,17,25,0,GTome,4,-1,50,60,60,30,45,35,214,0,FALSE,0,Forseti,,Glimmer,Swift Sparrow 2,Special Spiral 3,Odd Atk Wave 3,
CF!Lewyn,Lewyn,Wind-Song Scion,40,38,40,19,34,0,BTome,4,-1,50,70,70,30,60,20,153,0,FALSE,0,Drifting Grace+,,Luna,Atk/Res Solo 3,,Infantry Flash 3,
Lex,Lex,Young Blade,45,36,30,38,19,1,Axe,4,-1,55,65,55,65,35,25,183,0,FALSE,0,Goddess Axe,Reposition,,Atk/Def Push 3,,Axe Experience 3,
Libra,Libra,Fetching Friar,40,35,32,28,29,0,Axe,13,-1,50,60,55,50,50,35,12,0,FALSE,0,Inviolable Axe,,Noontime,,Renewal 3,Spur Atk/Res 2,
R!Líf,Líf,Arcane Blade,41,43,29,41,26,1,Sword,0,-1,50,70,50,75,50,15,152,0,FALSE,0,Arcane Éljúðnir,,Open the Future,Atk/Def Clash 4,Deadly Balance,Atk/Def Menace,
Líf,Líf,Lethal Swordsman,42,38,30,34,29,0,Sword,0,-1,55,70,50,55,50,30,166,0,FALSE,0,"Sökkvabekkr	",,Open the Future,Distant Counter,Deadly Balance+,Time's Pulse 3,
V!Líf,Líf,Undying Ties Duo,39,39,25,30,25,1,RTome,0,-1,50,70,50,50,40,25,10,0,FALSE,0,"Þjálfi	",,Glimmer,Atk/Def Push 4,Lull Atk/Res 3,Fatal Smoke 3,
PI!Lifis,Lifis,Terror of Iz,47,36,40,30,23,0,Axe,5,-1,65,65,65,50,40,25,252,0,FALSE,0,Helmsman Axe+,Swap,,Wind Boost 3,Windsweep 3,,
SU!Lilina,Lilina,Beachside Bloom,35,38,25,16,35,1,RDagger,6,-1,40,70,45,30,60,30,174,0,FALSE,0,Broadleaf Fan+,Rally Up Res+,,Atk/Res Solo 3,Sabotage Def 3,Atk Opening 3,
BR!Lilina,Lilina,Beaming Bride,39,44,22,16,42,1,BTome,6,-1,50,80,40,30,70,20,172,0,FALSE,0,True-Love Roses,,Gifted Magic,Still Water 4,A/R Far Trace 3,Joint Dist. Guard,
V!Lilina,Lilina,Blush of Youth,34,35,30,20,26,1,GTome,6,-1,40,60,50,35,50,30,48,0,FALSE,0,Green Gift+,,Blazing Flame,HP/Atk 2,,Atk Tactic 3,
Lilina,Lilina,Delightful Noble,35,37,25,19,31,0,RTome,6,-1,45,65,45,35,50,35,58,0,TRUE,0,Forblaze,,Growing Flame,Attack +3,,Spur Atk 3,
L!Lilina,Lilina,Firelight Leader,39,42,21,16,40,1,RTome,6,-1,50,70,35,30,75,25,150,0,FALSE,0,Studied Forblaze,,Gifted Magic II,Atk/Res Solo 4,Sabotage A/R 3,Pulse Smoke 3,
R!Lilina,Lilina,Brilliant Flame,40,48,35,17,48,0,GTome,6,-1,50,90,60,30,80,5,-1,REARM,FALSE,0,Arcane Truthfire,,Gift for Magic,Sly Mirror,Occultist's Strike,Atk/Res Ploy 3,
Lilith,Lilith,Astral Daughter,39,36,41,27,30,2,BDragon,14,-1,50,70,75,50,55,30,45,0,FALSE,0,Astral Breath,Reposition,,Atk/Spd Bond 3,Def/Res Link 3,Joint Drive Atk,
FA!Lilith,Lilith,Silent Broodling,39,40,43,29,33,2,RDragon,14,-1,50,75,80,55,60,20,244,0,FALSE,0,Silent Power,,Draconic Aura,Atk/Spd Catch 4,Dive-Bomb 3,Spd Smoke 4,
Limstella,Limstella,Living Construct,41,39,23,32,36,0,GTome,7,-1,55,70,40,55,60,20,146,0,FALSE,0,Morph Fimbulvetr,,Glacies,Def/Res Form 3,Sabotage Atk 3,,
DE!Linde,Linde,Bound by Fate,37,44,45,16,27,1,RTome,1,-1,50,70,75,30,55,15,21,0,FALSE,0,Celestial Globe,,Luna,Remote Sparrow,S/R Far Trace 3,Def/Res Smoke 3,
Linde,Linde,Light Mage,35,35,36,14,27,0,BTome,1,-1,45,60,60,25,50,35,61,0,TRUE,0,Aura,Ardent Sacrifice,,Speed +3,,Fortify Res 3,
SU!Linde,Linde,Summer Rays,33,34,35,16,26,1,CDagger,1,-1,40,60,60,30,45,30,177,0,FALSE,0,Starfish+,Ardent Sacrifice,,Brazen Atk/Res 3,Cancel Affinity 3,,
Linhardt,Linhardt,Hevring's Heir,39,34,25,30,38,0,Staff,16,-1,50,60,45,50,65,25,255,HERO,FALSE,0,Pain+,Physic+,Miracle,,Renewal 3,Distant Guard 3,
SP!Linhardt,Linhardt,Spring Snoozer,40,46,31,25,46,0,CBow,16,-1,50,75,55,40,90,10,81,HERO,FALSE,0,Carrot Bow+,,Glacies,Still Water 3,Sabotage Def 3,,
Linus,Linus,Mad Dog,42,37,33,32,19,0,Axe,7,-1,55,65,55,55,35,35,176,HERO,FALSE,0,Fanged Basilikos,,Luna,Brazen Atk/Spd 3,,Spur Def 2,
FA!Linus,Linus,Savage Dog,42,46,43,36,20,0,Axe,7,-1,55,80,70,65,35,15,119,HERO,FALSE,0,Dead-Fang Axe,,Dragon Fang,,Guard 3,Panic Smoke 3,
Lissa,Lissa,Sprightly Cleric,39,26,25,28,30,0,Staff,13,-1,50,45,45,50,50,35,4,HERO,FALSE,0,Gravity+,Rehabilitate+,Kindled-Fire Balm,,Renewal 3,,
WI!Lissa,Lissa,Pure Joy,43,33,30,35,34,3,Axe,13,-1,50,55,50,60,60,30,29,HERO,FALSE,0,Handbell+,,Bonfire,,Bold Fighter 3,Fortify Armor,
V!Lissa,Lissa,Sweet Celebrant,42,35,25,37,40,3,Staff,13,-1,55,60,40,65,70,20,58,HERO,FALSE,0,Staff of Tribute+,Martyr+,Heavenly Light,Def/Res Ideal 3,,Res Opening 3,
CH!Lissa,Lissa,Littlest Princess,40,47,17,47,42,0,Axe,13,-1,50,90,30,75,70,10,145,HERO,FALSE,0,New War Axe,,Bonfire,Def/Res Finish 3,,Time's Pulse,
Lloyd,Lloyd,White Wolf,41,32,35,20,30,0,Sword,7,-1,55,55,60,35,50,35,250,HERO,FALSE,0,Regal Blade,,Iceberg,,Pass 3,Threaten Atk 3,
FA!Lloyd,Lloyd,Vengeful Wolf,41,43,46,31,32,0,Sword,7,-1,50,70,80,55,60,10,129,HERO,FALSE,0,Dead-Wolf Blade,,Dragon Fang,Atk/Spd Ideal 3,Repel 3,,
SP!Loki,Loki,Spring Trickster,39,31,34,27,25,2,CBow,0,-1,50,55,60,50,40,30,140,HERO,FALSE,0,Beguiling Bow+,,Luna,,Flier Formation 3,Goad Fliers,
P!Loki,Loki,The Trickster,42,33,35,16,25,0,Staff,0,-1,55,55,60,30,45,35,102,HERO,FALSE,0,Thökk,Restore+,Earthwater Balm+,C Duel Infantry 3,,Odd Atk Wave 3,
Loki,Loki,Trickster God,39,47,30,16,47,2,Staff,0,-1,50,75,50,30,90,10,38,MYTHIC,FALSE,0,Supreme Thökk,Return+,Glitter of Light,Atk/Res Catch 4,Dazzling Discord,Divine Deceit,
Lon'qu,Lon'qu,Solitary Blade,45,29,39,22,22,0,Sword,13,-1,60,50,65,40,40,30,43,HERO,TRUE,0,Solitary Blade,,Glimmer,Speed +3,Vantage 3,,
SU!Lorenz,Lorenz,Highborn Heat,45,32,31,25,29,0,RTome,16,-1,60,55,55,45,50,30,160,HERO,FALSE,0,Conch Bouquet+,Pivot,,Fire Boost 3,,Even Res Wave 3,
BR!Louise,Louise,Eternal Devotion,39,31,34,17,30,1,CBow,7,-1,50,55,60,30,50,30,23,HERO,FALSE,0,Bouquet Bow+,Reciprocal Aid,,Atk/Spd Bond 3,,Hone Cavalry,
Louise,Louise,Lady of Violets,41,37,42,16,36,0,CBow,7,-1,50,65,75,30,60,25,229,HERO,FALSE,0,Rein Bow+,Rally Def/Res+,,Atk/Spd Ideal 4,,Atk/Spd Oath 3,
Lucia,Lucia,Tireless Advisor,40,41,45,29,32,0,Sword,10,-1,50,70,70,55,60,15,198,HERO,FALSE,0,Queensblade,Harsh Command+,,Life and Death 4,Repel 4,Even Tempest 3,
SF!Lucia,Lucia,Loyalty Enrobed,41,42,46,30,34,0,Lance,9,-1,50,70,75,60,60,10,-1,HERO,FALSE,0,Breezy Spear,Rally Up Spd+,,,A/S Bulwark 4,Firm Canto Curb,
B!Lucina,Lucina,Brave Princess,41,34,36,27,19,0,Lance,13,-1,55,60,60,45,35,35,98,HERO,TRUE,0,Geirskögul,,Aether,Sturdy Blow 2,,Drive Spd 2,
V!Lucina,Lucina,Future Fondness,41,39,42,37,31,3,Axe,13,-1,55,70,70,60,50,20,248,HERO,FALSE,0,Gerbera Axe,Future Vision,,Kestrel Stance 3,Savvy Fighter 3,A/D Near Save 3,
Lucina,Lucina,Future Witness,43,34,36,25,19,0,Sword,13,-1,55,60,60,45,35,30,194,HERO,TRUE,0,C!Falchion,,Aether,Defiant Atk 3,,Spur Atk 3,
L!Lucina,Lucina,Glorious Archer,36,34,35,25,20,0,BBow,13,-1,45,60,60,45,35,35,94,LEGEND,FALSE,0,Thögn,Future Vision II,,Swift Sparrow 3,Wings of Mercy 3,Distant Guard 3,
SP!Lucina,Lucina,Spring Exalt,35,29,36,22,25,0,BTome,13,-1,45,50,60,40,45,35,84,HERO,FALSE,0,Blue Egg+,Rally Speed,,Swift Sparrow 2,Seal Res 3,,
R!Lucina,Lucina,Fate's Resolve,40,43,47,31,23,1,Axe,13,-1,50,70,90,55,40,10,190,REARM,FALSE,0,Arcane Þrima,Future Sight,,Atk/Spd Clash 4,Spd/Def Snag 4,Alarm Def/Res,
NI!Lucina,Lucina,Shadows of Fate,40,45,48,28,24,1,CBow,13,-1,50,80,90,50,40,5,-1,DUO,FALSE,0,Ylisse Ninja Bow,Future Focus,Curved Shot,Flared Sparrow,Spd/Def Detect,Shadow Shift 4,
Lucius,Lucius,The Light,37,32,30,13,35,0,Staff,7,-1,45,60,50,25,60,35,232,LEGEND,TRUE,0,Pain+,Martyr+,Miracle,HP +5,,,
CH!Lucius,Lucius,Calming Light,38,45,31,17,47,0,Staff,7,-1,50,75,55,30,80,15,117,LEGEND,FALSE,0,Mystic War Staff,Martyr+,Heavenly Light,Atk/Res Ideal 3,,Distant Guard 3,
Ludveck,Ludveck,Rebellious Duke,46,44,32,45,28,3,Axe,10,-1,60,70,60,70,55,15,95,LEGEND,FALSE,0,Defier's Axe+,,Ignis,Sturdy Stance 2,Vengeful Fighter 3,,
Lugh,Lugh,Anima Child,37,35,36,17,31,0,GTome,6,-1,45,70,55,30,55,30,48,LEGEND,FALSE,0,Tome of Reason,Rally Up Res+,,Mirror Stance 2,Atk Feint 3,,
SP!Lukas,Lukas,Buffet for One,51,37,21,42,22,3,Lance,15,-1,60,65,35,70,45,30,255,LEGEND,FALSE,0,Luncheon Lance+,Pivot,,AR-O Atk/Def 3,Wary Fighter 3,,
Lukas,Lukas,Sharp Soldier,45,35,22,38,17,0,Lance,15,-1,60,60,40,65,30,30,54,LEGEND,TRUE,0,Daybreak Lance,,Sacred Cowl,Fortress Def 3,Obstruct 3,,
Luke,Luke,Rowdy Squire,43,34,28,30,20,1,Sword,1,-1,55,60,50,50,35,30,54,LEGEND,FALSE,0,Rowdy Sword,,Bonfire,Fire Boost 3,,Panic Ploy 3,
Lumera,Lumera,Dragon Monarch,43,43,43,33,25,0,Sword,17,-1,60,70,70,55,50,15,253,LEGEND,FALSE,0,Monarch Blade,,Dragon Fang,Swift Stance 2,Null Follow-Up 3,,
MY!Lumera,Lumera,In Distant Skies,37,43,46,27,40,0,BDragon,17,-1,45,75,90,50,55,10,233,MYTHIC,FALSE,0,Monarch's Stone,Rally Def/Res+,,Atk/Spd Scowl 4,Atk/Res Ruse 4,Dragon Monarch,
FA!Lumera,Lumera,Corrupted Dragon,36,41,45,26,45,0,RDragon,17,-1,45,70,75,50,75,10,64,REARM,FALSE,0,Arcane Fellstone,,Iceberg,Spd/Res Scowl 4,Counter Roar 4,Corrupted Dragon,
Lute,Lute,Prodigy,33,36,32,16,34,0,BTome,8,-1,40,60,55,30,60,35,13,0,FALSE,0,Weirding Tome,Rally Atk/Res,,HP/Res 2,,Res Ploy 3,
SU!Lute,Lute,Summer Prodigy,37,35,34,17,32,2,BTome,8,-1,45,65,60,30,55,30,129,0,FALSE,0,Flora Guide+,Swap,,,Seal Spd/Res 2,Spd Tactic 3,
Luthier,Luthier,Odd Wayfarer,43,37,36,20,30,0,GTome,15,-1,55,65,65,30,55,25,51,0,FALSE,0,Gronnfox+,,Glimmer,Swift Sparrow 2,Guard 3,,
SP!Luthier,Luthier,Spring Hopes,41,38,36,31,27,1,GTome,15,-1,50,70,65,55,45,20,133,0,FALSE,0,Carrot-Tip Spear+,Reposition,,Atk/Def Bond 3,Atk/Def Snag 3,,
FF!Lyn,Lyn,Blazing Whirlwind,39,38,44,34,32,0,Lance,7,-1,50,70,70,60,55,15,130,0,FALSE,0,Firelight Lance,,Godlike Reflexes,Verdict of Sacae,Shield Pulse 3,Spd Smoke 4,
B!Lyn,Lyn,Brave Lady,35,33,35,18,28,1,CBow,7,-1,45,60,60,30,50,30,157,0,TRUE,0,Mulagir,,Draconic Aura,Swift Sparrow 2,Sacae's Blessing,Atk Smoke 3,
BR!Lyn,Lyn,Bride of the Plains,39,28,34,23,24,0,Staff,7,-1,50,50,55,40,45,35,239,0,FALSE,0,Candlelight+,Rehabilitate+,Swift-Winds Balm,,Dazzling Staff 3,,
SU!Lyn,Lyn,Lady of the Beach,37,33,38,20,27,2,BBow,7,-1,45,60,65,35,50,30,241,0,FALSE,0,Deep-Blue Bow,Reposition,,Sturdy Impact,Atk/Spd Link 3,Distant Guard 3,
Lyn,Lyn,Lady of the Plains,37,28,37,26,29,0,Sword,7,-1,45,50,60,45,55,35,125,0,TRUE,0,Sol Katti,,Galeforce,Defiant Atk 3,,Spur Spd 3,
L!Lyn,Lyn,Lady of the Wind,36,31,36,21,27,0,GBow,7,-1,45,50,60,40,50,35,217,0,FALSE,0,Swift Mulagir,Rally Def/Res,,Laws of Sacae II,Desperation 3,Joint Drive Spd,
NI!Lyn,Lyn,Ninja-Friend Duo,40,38,42,21,26,2,CDagger,7,-1,50,70,75,35,45,25,13,0,FALSE,0,Tailwind Shuriken,,Moonbow,Swift Sparrow 3,Chill Atk/Def 2,Spd/Def Rein 3,
V!Lyn,Lyn,Wind's Embrace,37,31,36,27,34,3,BTome,7,-1,45,50,60,50,55,30,115,0,FALSE,0,Blue Gift+,Ardent Sacrifice,,Atk/Spd Bond 3,Guard 3,Armor March 3,
E!Lyn,Lyn,Of Blazing,40,46,48,29,31,0,GBow,7,17,50,80,90,50,50,5,-1,EMBLEM,FALSE,0,Lady's Bow,,Astra Storm,Atk/Spd Finish 4,Speedtaker 4,Panic Smoke 4,
Lyon,Lyon,Shadow Prince,41,34,21,26,30,0,RTome,8,-1,50,55,40,50,50,35,39,0,FALSE,0,Naglfar,,Vengeance,Attack/Res 2,,Drive Res 2,
FA!Lyon,Lyon,Demon King,40,40,16,32,35,0,GTome,8,-1,50,75,30,55,55,30,198,0,FALSE,0,Blood Tome,,Sol,Bonus Doubler 3,Null Follow-Up 3,Rouse Atk/Res 3,
CH!Lyon,Lyon,Grado's Gaze,38,38,18,34,37,0,BTome,8,-1,45,70,30,60,65,25,180,0,FALSE,0,Tome of Grado,,Iceberg,Atk/Res Solo 3,,Def/Res Gap 3,
SU!Lyon,Lyon,Sunlit Prince,42,42,21,37,39,0,Sword,8,-1,55,70,35,65,70,20,91,0,FALSE,0,Coral Saber+,,Moonbow,Atk/Def Ideal 3,Lull Atk/Def 3,,
V!Lyon,Lyon,Esteemed Royals,39,47,16,26,46,1,GTome,8,-1,50,90,30,50,70,10,156,DUO,FALSE,0,Tender Vessel,,Iceberg,Gray Illusion,Occultist's Strike,Incite Atk/Res,
NY!Lyre,Lyre,Lap Cat of Luxury,40,37,42,27,28,1,CBeast,10,-1,50,65,70,50,50,20,91,0,FALSE,0,Sparkling Fang,,Luna,Atk/Spd Catch 3,Chill Atk/Def 2,,
Lysithea,Lysithea,Child Prodigy,37,41,37,21,24,0,RTome,16,-1,45,70,65,40,45,30,169,0,FALSE,0,Hades Ω,,Moonbow,Death Blow 4,Lull Spd/Res 3,Time's Pulse 3,
B!Lysithea,Lysithea,Earnest Seeker,40,40,39,21,25,0,RTome,16,-1,50,70,70,40,40,25,201,0,FALSE,0,Dark Spikes Τ,,Moonbow,Atk/Spd Push 4,Lull Spd/Res 3,Hone Spd 4,
WI!Lysithea,Lysithea,Gifted Students,38,42,40,19,23,1,CTome,16,-1,50,70,70,35,45,20,129,0,FALSE,0,Sweet Yule Log,,Moonbow,Swift Sparrow 3,A/R Far Trace 3,C Feud 3,
T!Lysithea,Lysithea,Tea Sweetener,38,46,46,20,22,2,CTome,16,-1,50,80,70,40,45,15,3,0,FALSE,0,Baked Treats,,Glimmer,Mastermind,Desperation 4,Atk/Spd Oath 4,
Mae,Mae,Bundle of Energy,35,36,31,16,30,0,BTome,15,-1,45,60,55,30,50,35,37,0,FALSE,0,Book of Orchids,Draw Back,,,Desperation 3,B Tome Exp. 3,
Malice,Malice,Deft Sellsword,40,39,43,32,28,0,Sword,1,-1,50,70,70,55,50,20,33,0,FALSE,0,Spendy Scimitar,,Luna,Atk/Spd Push 4,Spurn 3,,
DE!Malice,Malice,Blooming Blade,41,44,48,35,31,0,Sword,1,-1,50,75,90,55,55,5,-1,HERO,FALSE,0,Swirling Scimitar,,Gust,Atk/Spd Prime 4,A/S Spiked Wall,,
Mamori,Mamori,Microwavin' Idol,43,37,24,42,33,3,Axe,69,-1,55,60,45,70,55,30,42,0,FALSE,0,Mirage Axe,,Bonfire,Shield Session,Vengeful Fighter 3,,
WI!Manuela,Manuela,Silver Caroler,42,37,42,38,31,3,Sword,16,-1,55,65,70,65,50,20,244,0,FALSE,0,Winter Rapier+,,Ignis,Atk/Spd Form 3,Special Fighter 3,,
Marcia,Marcia,Petulant Knight,41,37,41,32,26,2,Lance,9,-1,55,65,70,55,45,20,212,0,FALSE,0,Unbound Lance+,,Luna,Fury 3,,Spd/Def Gap 3,
A!Mareeta,Mareeta,Astra Awakened,40,40,43,34,25,0,Sword,5,-1,50,70,75,55,45,20,31,0,FALSE,0,Ascending Blade,,Vital Astra,Atk/Spd Solo 4,Spurn 3,Even Tempest 3,
Mareeta,Mareeta,Sword of Stars,41,35,42,31,23,0,Sword,5,-1,55,60,70,50,45,30,35,0,FALSE,0,Mareeta's Sword,,Luna,Atk/Spd Solo 3,Close Call 3,Rouse Atk/Def 3,
FA!Mareeta,Mareeta,The Blade's Pawn,42,33,41,29,23,0,Sword,5,-1,55,55,70,50,45,30,154,0,FALSE,0,Shadow Sword,,Luna,Flashing Blade 4,Null Follow-Up 3,,
Maria,Maria,Minerva's Sister,36,27,34,19,32,0,Staff,1,-1,45,50,60,35,50,35,202,0,FALSE,0,Panic+,Physic+,Miracle,,,Fortify Res 3,
SP!Maria,Maria,Sunny Smile,35,37,40,40,25,2,Axe,1,-1,45,60,65,70,50,20,92,0,FALSE,0,Pastel Poleaxe,Rally Spd/Def+,,Atk/Def Push 4,Flow Flight 3,,
FA!Maria,Maria,Ritual Sacrifice,37,44,45,16,35,0,Staff,1,-1,50,75,70,30,65,15,145,0,FALSE,0,Sacrifice Staff,Nudge+,Holy Panic,Atk/Spd Unity,Poetic Justice,Even Recovery 3,
Marianne,Marianne,Adopted Daughter,36,41,32,17,39,0,BTome,16,-1,45,70,55,30,70,25,137,0,FALSE,0,Icy Fimbulvetr,,Iceberg,B Duel Infantry 4,Lull Atk/Res 3,Joint Drive Res,
B!Marianne,Marianne,Serene Adherent,38,40,41,17,35,0,CTome,16,-1,50,70,70,30,60,20,41,0,FALSE,0,Phantasm Tome,,Requiem Dance,Atk/Spd Unity,Null Follow-Up 3,Time's Pulse 3,
R!Marianne,Marianne,Cursed Blessing,37,46,40,16,45,2,RTome,16,-1,50,80,75,30,70,5,-1,REARM,FALSE,0,Arcane Blutgang,,Requiem Prayer,Crystalline Water,Spd/Res Discord,Spd/Res Crux,
Maribelle,Maribelle,Dire Damsel,34,35,33,16,27,1,Staff,13,-1,40,60,55,30,50,30,142,0,FALSE,0,Punishment Staff,Martyr+,Miracle,,Dazzling Staff 3,Staff Valor 3,
Marisa,Marisa,Crimson Flash,46,30,36,30,21,0,Sword,8,-1,65,50,60,55,35,35,211,0,FALSE,0,Shamshir,,Glimmer,HP/Def 2,,Infantry Pulse 3,
SP!Marisa,Marisa,Crimson Rabbit,42,33,38,28,21,2,Lance,8,-1,55,55,70,50,35,30,165,0,FALSE,0,Flashing Carrot+,Reposition,,,Spd/Def Link 3,Flier Guidance 3,
