Name,Description,Letter,Tier,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,RestrictedMovement,RestrictedWeapons,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3
Chill Atk/Res 1,"At start of turn, inflicts Atk/Res-3 on foe on the enemy team with the highest Atk+Res total through its next action.",B,2,chillAtkRes,3,,,,,,,,,Any,Any,,,
Chill Atk/Res 2,"At start of turn, inflicts Atk/Res-5 on foe on the enemy team with the highest Atk+Res total through its next action.",B,3,chillAtkRes,5,,,,,,,,,Any,Any,,,
Chill Atk/Res 3,"At start of turn, inflicts Atk/Res-6 on foe on the enemy team with the highest Atk+Res total and foes within 2 spaces of that foe through their next actions.",B,4,chillAtkRes,6,,,,,,,,,Any,Any,,,
Chill Spd/Def 1,"At start of turn, inflicts Spd/Def-3 on foe on the enemy team with the highest Spd+Def total through its next action.",B,2,chillSpdDef,3,,,,,,,,,Any,Any,,,
Chill Spd/Def 2,"At start of turn, inflicts Spd/Def-5 on foe on the enemy team with the highest Spd+Def total through its next action.",B,3,chillSpdDef,5,,,,,,,,,Any,Any,,,
Chill Spd/Res 1,"At start of turn, inflicts Spd/Res-3 on foe on the enemy team with the highest Spd+Res total through its next action.",B,2,chillSpdRes,3,,,,,,,,,Any,Any,,,
Chill Spd/Res 2,"At start of turn, inflicts Spd/Res-5 on foe on the enemy team with the highest Spd+Res total through its next action.",B,3,chillSpdRes,5,,,,,,,,,Any,Any,,,
Chill Spd/Res 3,"At start of turn, inflicts Spd/Res-6 on foes on the enemy team with the highest Spd+Res total and foes within 2 spaces of those foes through their next actions.",B,4,chillSpdRes,6,,,,,,,,,Any,Any,,,
Chill Def/Res 1,"At start of turn, inflicts Def/Res-3 on foe on the enemy team with the highest Def+Res total through its next action.",B,2,chillDefRes,3,,,,,,,,,Any,Any,,,
Chill Def/Res 2,"At start of turn, inflicts Def/Res-5 on foe on the enemy team with the highest Def+Res total through its next action.",B,3,chillDefRes,5,,,,,,,,,Any,Any,,,
Chill Def/Res 3,"At start of turn, inflicts Def/Res-6 on foe on the enemy team with the highest Def+Res total and foes within 2 spaces of that foe through their next actions.",B,4,chillDefRes,6,,,,,,,,,Any,Any,,,
Odd Pulse Tie 1,"At start of odd-numbered turns, if any foe's HP+5 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",B,1,oddPulseTie,1,,,,,,,,,Armor-Fly,Any,,,
Odd Pulse Tie 2,"At start of odd-numbered turns, if any foe's HP+3 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",B,2,oddPulseTie,2,,,,,,,,,Armor-Fly,Any,,,
Odd Pulse Tie 3,"At start of odd-numbered turns, if any foe's HP+1 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",B,3,oddPulseTie,3,,,,,,,,,Armor-Fly,Any,,,
Even Pulse Tie 1,"At start of even-numbered turns, if any foe's HP+5 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",B,1,evenPulseTie,1,,,,,,,,,Armor-Fly,Any,,,
Even Pulse Tie 2,"At start of even-numbered turns, if any foe's HP+3 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",B,2,evenPulseTie,2,,,,,,,,,Armor-Fly,Any,,,
Even Pulse Tie 3,"At start of even-numbered turns, if any foe's HP+1 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",B,3,evenPulseTie,3,,,,,,,,,Armor-Fly,Any,,,
Sabotage Atk 1,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Atk-3 on that foe through its next action.",B,1,sabotageAtk,3,,,,,,,,,Any,Any,,,
Sabotage Atk 2,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Atk-5 on that foe through its next action.",B,2,sabotageAtk,5,,,,,,,,,Any,Any,,,
Sabotage Atk 3,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Atk-7 on that foe through its next action.",B,3,sabotageAtk,7,,,,,,,,,Any,Any,,,
Sabotage Spd 1,"At start of turn, if any foe's Res ≤ unit’s Res-3 and that foe is adjacent to another foe, inflicts Spd-3 on that foe through its next action.",B,1,sabotageSpd,3,,,,,,,,,Any,Any,,,
Sabotage Spd 2,"At start of turn, if any foe's Res ≤ unit’s Res-3 and that foe is adjacent to another foe, inflicts Spd-5 on that foe through its next action.",B,2,sabotageSpd,5,,,,,,,,,Any,Any,,,
Sabotage Spd 3,"At start of turn, if any foe's Res ≤ unit’s Res-3 and that foe is adjacent to another foe, inflicts Spd-7 on that foe through its next action.",B,3,sabotageSpd,7,,,,,,,,,Any,Any,,,
Sabotage Def 1,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Def-3 on that foe through its next action.",B,1,sabotageDef,3,,,,,,,,,Any,Any,,,
Sabotage Def 2,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Def-5 on that foe through its next action.",B,2,sabotageDef,5,,,,,,,,,Any,Any,,,
Sabotage Def 3,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Def-7 on that foe through its next action.",B,3,sabotageDef,7,,,,,,,,,Any,Any,,,
Sabotage Res 1,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Res-3 on that foe through its next action.",B,1,sabotageRes,3,,,,,,,,,Any,Any,,,
Sabotage Res 2,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Res-5 on that foe through its next action.",B,2,sabotageRes,5,,,,,,,,,Any,Any,,,
Sabotage Res 3,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Res-7 on that foe through its next action.",B,3,sabotageRes,7,,,,,,,,,Any,Any,,,
Sabotage A/D 3,"At start of turn, if any foe's Res < unit's Res and that foe is adjacent to another foe, inflicts Atk/Def-6 on that foe through its next action. At start of combat, if unit's Res > foe's Res, inflicts Atk/Def-X on foe during combat (X = 3 + highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently).",B,4,sabotageAtkDef,7,,,,,,,,,Any,Any,,,
Sabotage A/R 3,"At start of turn, if any foe's Res < unit's Res and that foe is adjacent to another foe, inflicts Atk/Res-6 on that foe through its next action. At start of combat, if unit's Res > foe's Res, inflicts Atk/Res-X on foe during combat (X = 3 + highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently).",B,4,sabotageAtkRes,6,,,,,,,,,Any,Any,,,
Sabotage S/R 3,"At start of turn, if any foe's Res < unit's Res and that foe is adjacent to another foe, inflicts Spd/Res-6 on that foe through its next action. At start of combat, if unit's Res > foe's Res, inflicts Spd/Res-X on foe during combat (X = 3 + highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently).",B,4,sabotageSpdRes,6,,,,,,,,,Any,Any,,,
Atk/Res Discord,"At start of player phase or enemy phase, inflicts Atk/Res-6 and [Discord] on foes with Res < unit's Res and that are within 2 spaces of another foe through their next actions. Inflicts penalty on foe's Atk/Res during combat = number of foes inflicted with [Discord] within 2 spaces of target, including target, × 2, + 4 (max 10) and deals damage = 15% of unit's Res (excluding area-of-effect Specials).",B,4,atkResDiscord,0,,,,,,,,,Armor-Cav,Any,,,
Spd/Res Discord,"At start of player phase or enemy phase, inflicts Spd/Res-6 and [Discord] on foes with Res < unit's Res and that are within 2 spaces of another foe through their next actions. Inflicts penalty on foe's Spd/Res during combat = number of foes inflicted with [Discord] within 2 spaces of target, including target, × 2, + 4 (max 10) and deals damage = 15% of unit's Res (excluding area-of-effect Specials).",B,4,spdResDiscord,0,,,,,,,,,Armor-Cav,Any,,,
Def/Res Discord,"At start of player phase or enemy phase, inflicts Def/Res-6 and [Discord] on foes with Res < unit's Res and that are within 2 spaces of another foe through their next actions. Inflicts penalty on foe's Def/Res during combat = number of foes inflicted with [Discord] within 2 spaces of target, including target, × 2, + 4 (max 10) and deals damage = 15% of unit's Res (excluding area-of-effect Specials).",B,4,defResDiscord,0,,,,,,,,,Armor-Cav,Any,,,
Atk/Res Havoc,"At start of player phase or enemy phase, inflicts Atk/Res-7, [Sabotage], and [Schism] on foes with Res < unit's Res and that are within 2 spaces of another foe through their next actions. After start-of-turn skills trigger on unit's player phase, if the number of foes with the [Sabotage] effect active on the map ≥ 2, grants [Canto (1)] to unit for 1 turn. Inflicts Atk/Res-4 on foe and deals damage = 20% of unit's Res during combat (excluding area-of-effect Specials).",B,4,atkResHavoc,0,atkCombatPenalty,4,resCombatPenalty,4,,,,,Armor-Cav,Any,,,
Sudden Panic 1,"At start of turn, if any foe's HP ≤ unit's HP-5 and that foe is adjacent to another foe, inflicts  [Panic] on that foe.",B,1,suddenPanicSk,1,,,,,,,,,Armor-Cav,Any,,,
Sudden Panic 2,"At start of turn, if any foe's HP ≤ unit's HP-3 and that foe is adjacent to another foe, inflicts  [Panic] on that foe.",B,2,suddenPanicSk,2,,,,,,,,,Armor-Cav,Any,,,
Sudden Panic 3,"At start of turn, if any foe's HP ≤ unit's HP-1 and that foe is adjacent to another foe, inflicts  [Panic] on that foe.",B,3,suddenPanicSk,3,,,,,,,,,Armor-Cav,Any,,,
Atk/Spd Link 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Spd+2 to unit and target ally or unit and targeting ally for 1 turn.",B,1,atkSpdLink,1,,,,,,,,,Any,Staff,,,
Atk/Spd Link 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Spd+4 to unit and target ally or unit and targeting ally for 1 turn.",B,2,atkSpdLink,2,,,,,,,,,Any,Staff,,,
Atk/Spd Link 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Spd+6 to unit and target ally or unit and targeting ally for 1 turn.",B,3,atkSpdLink,3,,,,,,,,,Any,Staff,,,
Atk/Spd Link 4,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Spd+6 and [Canto (1)] to unit and target ally or unit and targeting ally for 1 turn. Inflicts Spd-4 and Def/Res-2 on foe and unit deals +X damage during combat (X = highest total Atk+Spd bonuses among unit and allies with [Canto (1)] active; excluding area-of-effect Specials).",B,3,atkSpdLink,3,tier4Link,0,atkSpdLink4,0,,,,,Any,Staff,,,
Atk/Def Link 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Def+2 to unit and target ally or unit and targeting ally for 1 turn.",B,1,atkDefLink,1,,,,,,,,,Any,Staff,,,
Atk/Def Link 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Def+4 to unit and target ally or unit and targeting ally for 1 turn.",B,2,atkDefLink,2,,,,,,,,,Any,Staff,,,
Atk/Def Link 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Def+6 to unit and target ally or unit and targeting ally for 1 turn.",B,3,atkDefLink,3,,,,,,,,,Any,Staff,,,
Atk/Res Link 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Res+2 to unit and target ally or unit and targeting ally for 1 turn.",B,1,atkResLink,1,,,,,,,,,Any,Staff,,,
Atk/Res Link 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Res+4 to unit and target ally or unit and targeting ally for 1 turn.",B,2,atkResLink,2,,,,,,,,,Any,Staff,,,
Atk/Res Link 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Res+6 to unit and target ally or unit and targeting ally for 1 turn.",B,3,atkResLink,3,,,,,,,,,Any,Staff,,,
Spd/Def Link 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Def+2 to unit and target ally or unit and targeting ally for 1 turn.",B,1,spdDefLink,1,,,,,,,,,Any,Staff,,,
Spd/Def Link 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Def+4 to unit and target ally or unit and targeting ally for 1 turn.",B,2,spdDefLink,2,,,,,,,,,Any,Staff,,,
Spd/Def Link 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Def+6 to unit and target ally or unit and targeting ally for 1 turn.",B,3,spdDefLink,3,,,,,,,,,Any,Staff,,,
Spd/Def Link 4,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Def+6 and [Canto (1)] to unit and target ally or unit and targeting ally for 1 turn. Inflicts Atk/Spd-4 on foe and unit deals +X damage during combat (X = highest total Spd+Def bonuses among unit and allies with [Canto (1)] active; excluding area-of-effect Specials).",B,4,spdDefLink,3,tier4Link,0,spdDefLink4,0,,,,,Any,Staff,,,
Spd/Res Link 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Res+2 to unit and target ally or unit and targeting ally for 1 turn.",B,1,spdResLink,1,,,,,,,,,Any,Staff,,,
Spd/Res Link 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Res+4 to unit and target ally or unit and targeting ally for 1 turn.",B,2,spdResLink,2,,,,,,,,,Any,Staff,,,
Spd/Res Link 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Res+6 to unit and target ally or unit and targeting ally for 1 turn.",B,3,spdResLink,3,,,,,,,,,Any,Staff,,,
Def/Res Link 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Def/Res+2 to unit and target ally or unit and targeting ally for 1 turn.",B,1,defResLink,1,,,,,,,,,Any,Staff,,,
Def/Res Link 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Def/Res+4 to unit and target ally or unit and targeting ally for 1 turn.",B,2,defResLink,2,,,,,,,,,Any,Staff,,,
Def/Res Link 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Def/Res+6 to unit and target ally or unit and targeting ally for 1 turn.",B,3,defResLink,3,,,,,,,,,Any,Staff,,,
Atk/Spd Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Spd-2 on nearest foes within 4 spaces of both unit and target through their next actions.",B,1,atkSpdSnag,2,,,,,,,,,Inf-Armor,Staff,,,
Atk/Spd Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Spd-4 on nearest foes within 4 spaces of both unit and target through their next actions.",B,2,atkSpdSnag,4,,,,,,,,,Inf-Armor,Staff,,,
Atk/Spd Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Spd-6 on nearest foes within 4 spaces of both unit and target through their next actions.",B,3,atkSpdSnag,6,,,,,,,,,Inf-Armor,Staff,,,
Atk/Def Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Def-2 on nearest foes within 4 spaces of both unit and target through their next actions.",B,1,atkDefSnag,2,,,,,,,,,Inf-Armor,Staff,,,
Atk/Def Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Def-4 on nearest foes within 4 spaces of both unit and target through their next actions.",B,2,atkDefSnag,4,,,,,,,,,Inf-Armor,Staff,,,
Atk/Def Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Def-6 on nearest foes within 4 spaces of both unit and target through their next actions.",B,3,atkDefSnag,6,,,,,,,,,Inf-Armor,Staff,,,
Atk/Def Snag 4,"Inflicts Atk/Def-4 on foe during combat. If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Def-7 and [Sabotage] on nearest foes within 4 spaces of both unit and target ally after movement and on foes within 2 spaces of those foes equipped with a skill that can trigger the Savior effect through their next actions.",B,4,atkDefSnag4,0,atkCombatPenalty,4,defCombatPenalty,4,,,,,Inf-Armor,Staff,,,
Atk/Res Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Res-2 on nearest foes within 4 spaces of both unit and target through their next actions.",B,1,atkResSnag,2,,,,,,,,,Inf-Armor,Staff,,,
Atk/Res Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Res-4 on nearest foes within 4 spaces of both unit and target through their next actions.",B,2,atkResSnag,4,,,,,,,,,Inf-Armor,Staff,,,
Atk/Res Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Atk/Res-6 on nearest foes within 4 spaces of both unit and target through their next actions.",B,3,atkResSnag,6,,,,,,,,,Inf-Armor,Staff,,,
Atk/Res Detect,"Inflicts Atk/Res-4 on foe during combat. If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts [Exposure] on closest foes within 5 spaces of both unit and target ally or unit and targeting ally after movement and foes within 2 spaces of those foes through their next actions. Inflicts Atk/Res-5 on foes on the map with the [Exposure] effect active and neutralizes bonuses to Spd/Def for those foes during combat.",B,4,exposureDetect,0,atkCombatPenalty,4,resCombatPenalty,4,atkResDetect,0,,,Inf-Armor,Staff,,,
Spd/Def Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Def-2 on nearest foes within 4 spaces of both unit and target through their next actions.",B,1,spdDefSnag,2,,,,,,,,,Inf-Armor,Staff,,,
Spd/Def Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Def-4 on nearest foes within 4 spaces of both unit and target through their next actions.",B,2,spdDefSnag,4,,,,,,,,,Inf-Armor,Staff,,,
Spd/Def Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Def-6 on nearest foes within 4 spaces of both unit and targeted ally through their next action.",B,3,spdDefSnag,6,,,,,,,,,Inf-Armor,Staff,,,
Spd/Def Snag 4,"Inflicts Spd/Def-4 on foe during combat. If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Def-7 and [Sabotage] on nearest foes within 4 spaces of both unit and target ally after movement and on foes within 2 spaces of those foes equipped with a skill that can trigger the Savior effect through their next actions.",B,4,spdDefSnag4,0,spdCombatPenalty,4,defCombatPenalty,4,,,,,Inf-Armor,Staff,,,
Spd/Def Detect,"Inflicts Spd/Def-4 on foe during combat. If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts [Exposure] on closest foes within 5 spaces of both unit and target ally or unit and targeting ally after movement and foes within 2 spaces of those foes through their next actions. Inflicts Spd/Def-5 on foes on the map with the [Exposure] effect active and neutralizes bonuses to Spd/Def for those foes during combat.",B,4,exposureDetect,0,spdCombatPenalty,4,defCombatPenalty,4,spdDefDetect,0,,,Inf-Armor,Staff,,,
Spd/Res Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Res-2 on nearest foes within 4 spaces of both unit and target through their next actions.",B,1,spdReinSnag,2,,,,,,,,,Inf-Armor,Staff,,,
Spd/Res Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Res-4 on nearest foes within 4 spaces of both unit and target through their next actions.",B,2,spdResSnag,4,,,,,,,,,Inf-Armor,Staff,,,
Spd/Res Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Res-6 on nearest foes within 4 spaces of both unit and target through their next actions.",B,3,spdResSnag,6,,,,,,,,,Inf-Armor,Staff,,,
Def/Res Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Def/Res-2 on nearest foes within 4 spaces of both unit and target through their next actions.",B,1,defResSnag,2,,,,,,,,,Inf-Armor,Staff,,,
Def/Res Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Def/Res-4 on nearest foes within 4 spaces of both unit and target through their next actions.",B,2,defResSnag,4,,,,,,,,,Inf-Armor,Staff,,,
Def/Res Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Def/Res-6 on nearest foes within 4 spaces of both unit and target through their next actions.",B,3,defResSnag,6,,,,,,,,,Inf-Armor,Staff,,,
Atk/Spd Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Spd-1 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,1,atkSpdRuse,1,,,,,,,,,Armor-Fly,Staff,,,
Atk/Spd Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Spd-3 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,2,atkSpdRuse,3,,,,,,,,,Armor-Fly,Staff,,,
Atk/Spd Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Spd-5 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,3,atkSpdRuse,5,,,,,,,,,Armor-Fly,Staff,,,
Atk/Spd Ruse 4,"Inflicts Atk/Spd-4 on foe during combat. If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Spd-6, [Guard], [Discord], and [Schism] on foes in cardinal directions of unit and target through their next actions.",B,4,atkSpdRuse,6,atkCombatPenalty,4,spdCombatPenalty,4,tier4Ruse,0,,,Armor-Fly,Staff,,,
Atk/Def Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Def-1 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,1,atkDefRuse,1,,,,,,,,,Armor-Fly,Staff,,,
Atk/Def Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Def-3 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,2,atkDefRuse,3,,,,,,,,,Armor-Fly,Staff,,,
Atk/Def Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Def-5 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,3,atkDefRuse,5,,,,,,,,,Armor-Fly,Staff,,,
Atk/Res Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Res-1 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,1,atkResRuse,1,,,,,,,,,Armor-Fly,Staff,,,
Atk/Res Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Res-3 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,2,atkResRuse,3,,,,,,,,,Armor-Fly,Staff,,,
Atk/Res Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk/Res-5 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,3,atkResRuse,5,,,,,,,,,Armor-Fly,Staff,,,
Spd/Def Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Def-1 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,1,spdDefRuse,1,,,,,,,,,Armor-Fly,Staff,,,
Spd/Def Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Def-3 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,2,spdDefRuse,3,,,,,,,,,Armor-Fly,Staff,,,
Spd/Def Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Def-5 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,3,spdDefRuse,5,,,,,,,,,Armor-Fly,Staff,,,
Spd/Def Ruse 4,"Inflicts Spd/Def-4 on foe during combat. If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Def-6, [Guard], [Discord], and [Schism] on foes in cardinal directions of unit and target through their next actions.",B,4,spdDefRuse,6,spdCombatPenalty,4,defCombatPenalty,4,tier4Ruse,0,,,Armor-Fly,Staff,,,
Spd/Res Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Res-1 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,1,spdResRuse,1,,,,,,,,,Armor-Fly,Staff,,,
Spd/Res Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Res-3 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,2,spdResRuse,3,,,,,,,,,Armor-Fly,Staff,,,
Spd/Res Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Res-5 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,3,spdResRuse,5,,,,,,,,,Armor-Fly,Staff,,,
Def/Res Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Def/Res-1 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,1,defResRuse,1,,,,,,,,,Armor-Fly,Staff,,,
Def/Res Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Def/Res-3 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,2,defResRuse,3,,,,,,,,,Armor-Fly,Staff,,,
Def/Res Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Def/Res-5 and [Guard] on foes in cardinal directions of unit and target through their next actions.",B,3,defResRuse,5,,,,,,,,,Armor-Fly,Staff,,,
Atk Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk-3 on foes in cardinal directions of unit through their next actions.",B,1,atkFeint,3,,,,,,,,,Any,Staff,,,
Atk Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk-5 on foes in cardinal directions of unit through their next actions.",B,2,atkFeint,5,,,,,,,,,Any,Staff,,,
Atk Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk-7 on foes in cardinal directions of unit through their next actions.",B,3,atkFeint,7,,,,,,,,,Any,Staff,,,
Spd Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd-3 on foes in cardinal directions of unit through their next actions.",B,1,spdFeint,3,,,,,,,,,Any,Staff,,,
Spd Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd-5 on foes in cardinal directions of unit through their next actions.",B,2,spdFeint,5,,,,,,,,,Any,Staff,,,
Spd Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd-7 on foes in cardinal directions of unit through their next actions.",B,3,spdFeint,7,,,,,,,,,Any,Staff,,,
Def Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Def-3 on foes in cardinal directions of unit through their next actions.",B,1,defFeint,3,,,,,,,,,Any,Staff,,,
Def Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Def-5 on foes in cardinal directions of unit through their next actions.",B,2,defFeint,5,,,,,,,,,Any,Staff,,,
Def Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Def-7 on foes in cardinal directions of unit through their next actions.",B,3,defFeint,7,,,,,,,,,Any,Staff,,,
Res Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-3 on foes in cardinal directions of unit through their next actions.",B,1,resFeint,3,,,,,,,,,Any,Staff,,,
