Name,Description,Tier,Letter,Chain,Selectable,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,RestrictedMovement,RestrictedWeapons
Chill Res 2,"At start of turn, inflicts Res-5 on foe on the enemy team with the highest Res through its next action.",2,B,112,FALSE,,,,,,,,,,,Any,Any
Chill Res 3,"At start of turn, inflicts Res-7 on foe on the enemy team with the highest Res through its next action.",3,B,112,FALSE,,,,,,,,,,,Any,Any
Chill Atk/Spd 1,"At start of turn, inflicts Atk/Spd-3 on foe on the enemy team with the highest Atk+Spd total through its next action.",1,B,113,FALSE,,,,,,,,,,,Any,Any
Chill Atk/Spd 2,"At start of turn, inflicts Atk/Spd-5 on foe on the enemy team with the highest Atk+Spd total through its next action.",2,B,113,FALSE,,,,,,,,,,,Any,Any
Chill Atk/Def 1,"At start of turn, inflicts Atk/Def-3 on foe on the enemy team with the highest Atk+Def total through its next action.",1,B,114,FALSE,,,,,,,,,,,Any,Any
Chill Atk/Def 2,"At start of turn, inflicts Atk/Def-5 on foe on the enemy team with the highest Atk+Def total through its next action.",2,B,114,FALSE,,,,,,,,,,,Any,Any
Chill Atk/Res 1,"At start of turn, inflicts Atk/Res-3 on foe on the enemy team with the highest Atk+Res total through its next action.",1,B,115,FALSE,,,,,,,,,,,Any,Any
Chill Atk/Res 2,"At start of turn, inflicts Atk/Res-5 on foe on the enemy team with the highest Atk+Res total through its next action.",2,B,115,FALSE,,,,,,,,,,,Any,Any
Chill Spd/Def 1,"At start of turn, inflicts Spd/Def-3 on foe on the enemy team with the highest Spd+Def total through its next action.",1,B,116,FALSE,,,,,,,,,,,Any,Any
Chill Spd/Def 2,"At start of turn, inflicts Spd/Def-5 on foe on the enemy team with the highest Spd+Def total through its next action.",2,B,116,FALSE,,,,,,,,,,,Any,Any
Chill Spd/Res 1,"At start of turn, inflicts Spd/Res-3 on foe on the enemy team with the highest Spd+Res total through its next action.",1,B,117,FALSE,,,,,,,,,,,Any,Any
Chill Spd/Res 2,"At start of turn, inflicts Spd/Res-5 on foe on the enemy team with the highest Spd+Res total through its next action.",2,B,117,FALSE,,,,,,,,,,,Any,Any
Chill Def/Res 1,"At start of turn, inflicts Def/Res-3 on foe on the enemy team with the highest Def+Res total through its next action.",1,B,118,FALSE,,,,,,,,,,,Any,Any
Chill Def/Res 2,"At start of turn, inflicts Def/Res-5 on foe on the enemy team with the highest Def+Res total through its next action.",2,B,118,FALSE,,,,,,,,,,,Any,Any
Guard 1,"At start of combat, if unit's HP = 100%, inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",1,B,119,FALSE,,,,,,,,,,,Any,Any
Guard 2,"At start of combat, if unit's HP ≥ 90%, inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",2,B,119,FALSE,,,,,,,,,,,Any,Any
Guard 3,"At start of combat, if unit's HP ≥ 80%, inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",3,B,119,FALSE,,,,,,,,,,,Any,Any
Flier Formation 1,"If unit's HP = 100%, unit can move to a space adjacent to a flying ally within 2 spaces.",1,B,120,FALSE,,,,,,,,,,,Any,Any
Flier Formation 2,"If unit's HP ≥ 50%, unit can move to a space adjacent to a flying ally within 2 spaces.",2,B,120,FALSE,,,,,,,,,,,Any,Any
Flier Formation 3,Unit can move to a space adjacent to a flying ally within 2 spaces.,3,B,120,FALSE,,,,,,,,,,,Any,Any
Aerobatics 1,"If unit's HP = 100%, unit can move to a space adjacent to any infantry, armored, or cavalry ally within 2 spaces.",1,B,121,FALSE,,,,,,,,,,,Any,Any
Aerobatics 2,"If unit's HP ≥ 50%, unit can move to a space adjacent to any infantry, armored, or cavalry ally within 2 spaces.",2,B,121,FALSE,,,,,,,,,,,Any,Any
Aerobatics 3,"Unit can move to a space adjacent to any infantry, armored, or cavalry ally within 2 spaces.",3,B,121,FALSE,,,,,,,,,,,Any,Any
Pegasus Flight 1,"At start of combat, if unit's Spd ≥ foe's Spd-7, inflicts penalty on foe's Atk/Def during combat = 30% of difference between Res stats (unit’s Res minus foe’s Res) before combat. (Maximum penalty of -3.)",1,B,122,FALSE,,,,,,,,,,,Any,Any
Pegasus Flight 2,"At start of combat, if unit's Spd ≥ foe's Spd-7, inflicts penalty on foe's Atk/Def during combat = 40% of difference between Res stats (unit’s Res minus foe’s Res) before combat. (Maximum penalty of -5.)",2,B,122,FALSE,,,,,,,,,,,Any,Any
Pegasus Flight 3,"At start of combat, if unit's Spd ≥ foe's Spd-7, inflicts penalty on foe's Atk/Def during combat = 50% of difference between Res stats (unit’s Res minus foe’s Res) before combat. (Maximum penalty of -7.)",3,B,122,FALSE,,,,,,,,,,,Any,Any
Blaze Dance 1,"If Sing or Dance is used, grants Atk+2 to target.",1,B,123,FALSE,,,,,,,,,,,Any,Any
Blaze Dance 2,"If Sing or Dance is used, grants Atk+3 to target.",2,B,123,FALSE,,,,,,,,,,,Any,Any
Blaze Dance 3,"If Sing or Dance is used, grants Atk+4 to target.",3,B,123,FALSE,,,,,,,,,,,Any,Any
Gale Dance 1,"If Sing or Dance is used, grants Spd+2 to target.",1,B,124,FALSE,,,,,,,,,,,Any,Any
Gale Dance 2,"If Sing or Dance is used, grants Spd+3 to target.",2,B,124,FALSE,,,,,,,,,,,Any,Any
Gale Dance 3,"If Sing or Dance is used, grants Spd+4 to target.",3,B,124,FALSE,,,,,,,,,,,Any,Any
Earth Dance 1,"If Sing or Dance is used, grants Def+3 to target.","If Sing or Dance is used, grants Def+3 to target.",B,125,FALSE,,,,,,,,,,,Any,Any
Earth Dance 2,"If Sing or Dance is used, grants Def+4 to target.",2,B,125,FALSE,,,,,,,,,,,Any,Any
Earth Dance 3,"If Sing or Dance is used, grants Def+5 to target.",3,B,125,FALSE,,,,,,,,,,,Any,Any
Torrent Dance 1,"If Sing or Dance is used, grants Res+3 to target.",1,B,126,FALSE,,,,,,,,,,,Any,Any
Torrent Dance 2,"If Sing or Dance is used, grants Res+4 to target.",2,B,126,FALSE,,,,,,,,,,,Any,Any
Torrent Dance 3,"If Sing or Dance is used, grants Res+5 to target",3,B,126,FALSE,,,,,,,,,,,Any,Any
Def/Res Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Def/Res-2 on nearest foes within 4 spaces of both unit and target through their next actions.",1,B,127,FALSE,,,,,,,,,,,Any,Any
Def/Res Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Def/Res-4 on nearest foes within 4 spaces of both unit and target through their next actions.",2,B,127,FALSE,,,,,,,,,,,Any,Any
Def/Res Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Def/Res-6 on nearest foes within 4 spaces of both unit and target through their next actions.",3,B,127,FALSE,,,,,,,,,,,Any,Any
Atk Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk-3 on foes in cardinal directions of unit through their next actions.",1,B,128,FALSE,,,,,,,,,,,Any,Any
Atk Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk-5 on foes in cardinal directions of unit through their next actions.",2,B,128,FALSE,,,,,,,,,,,Any,Any
Atk Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Atk-7 on foes in cardinal directions of unit through their next actions.",3,B,128,FALSE,,,,,,,,,,,Any,Any
Spd Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd-3 on foes in cardinal directions of unit through their next actions.",1,B,129,FALSE,,,,,,,,,,,Any,Any
Spd Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd-5 on foes in cardinal directions of unit through their next actions.",2,B,129,FALSE,,,,,,,,,,,Any,Any
Spd Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd-7 on foes in cardinal directions of unit through their next actions.",3,B,129,FALSE,,,,,,,,,,,Any,Any
Def Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Def-3 on foes in cardinal directions of unit through their next actions.",1,B,130,FALSE,,,,,,,,,,,Any,Any
Def Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Def-5 on foes in cardinal directions of unit through their next actions.",2,B,130,FALSE,,,,,,,,,,,Any,Any
Def Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Def-7 on foes in cardinal directions of unit through their next actions.",3,B,130,FALSE,,,,,,,,,,,Any,Any
Res Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-3 on foes in cardinal directions of unit through their next actions.",1,B,131,FALSE,,,,,,,,,,,Any,Any
Res Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-5 on foes in cardinal directions of unit through their next actions.",2,B,131,FALSE,,,,,,,,,,,Any,Any
Res Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-7 on foes in cardinal directions of unit through their next actions.",3,B,131,FALSE,,,,,,,,,,,Any,Any
Null Follow-Up 1,"At start of combat, if unit's HP = 100%, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",1,B,132,FALSE,,,,,,,,,,,Any,Any
Null Follow-Up 2,"At start of combat, if unit's HP ≥ 50%, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",2,B,132,FALSE,,,,,,,,,,,Any,Any
Null Follow-Up 3,Neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.,3,B,132,FALSE,,,,,,,,,,,Any,Any
Mystic Boost 1,"Disables foe's skills that ""calculate damage using the lower of foe's Def or Res"" and ""calculate damage from staff like other weapons."" Restores 2 HP after combat.",1,B,133,FALSE,,,,,,,,,,,Any,Any
Mystic Boost 2,"Disables foe's skills that ""calculate damage using the lower of foe's Def or Res"" and ""calculate damage from staff like other weapons."" Restores 4 HP after combat.",2,B,133,FALSE,,,,,,,,,,,Any,Any
Mystic Boost 3,"Disables foe's skills that ""calculate damage using the lower of foe's Def or Res"" and ""calculate damage from staff like other weapons."" Restores 6 HP after combat.",3,B,133,FALSE,,,,,,,,,,,Any,Any
Dragon's Wrath 1,"If foe initiates combat, reduces damage from foe's first attack by 10% during combat, and also, if unit's Atk > foe's Res, unit's first attack deals damage = 10% of unit's Atk minus foe's Res during combat.",1,B,134,FALSE,,,,,,,,,,,Any,Any
Dragon's Wrath 2,"If foe initiates combat, reduces damage from foe's first attack by 15% during combat, and also, if unit's Atk > foe's Res, unit's first attack deals damage = 15% of unit's Atk minus foe's Res during combat.",2,B,134,FALSE,,,,,,,,,,,Any,Any
Dragon's Wrath 3,"If foe initiates combat, reduces damage from foe's first attack by 20% during combat, and also, if unit's Atk > foe's Res, unit's first attack deals damage = 20% of unit's Atk minus foe's Res during combat.",3,B,134,FALSE,,,,,,,,,,,Any,Any
Spd/Def Tempo 1,"Inflicts Spd/Def-1 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",1,B,135,FALSE,,,,,,,,,,,Any,Any
Spd/Def Tempo 2,"Inflicts Spd/Def-2 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",2,B,135,FALSE,,,,,,,,,,,Any,Any
Spd/Def Tempo 3,"Inflicts Spd/Def-3 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",3,B,135,FALSE,,,,,,,,,,,Any,Any
Spd/Res Tempo 1,"Inflicts Spd/Res-1 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",1,B,233,FALSE,,,,,,,,,,,Any,Any
Spd/Res Tempo 2,"Inflicts Spd/Res-2 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",2,B,233,FALSE,,,,,,,,,,,Any,Any
Spd/Res Tempo 3,"Inflicts Spd/Res-3 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",3,B,233,FALSE,,,,,,,,,,,Any,Any
Breath of Life 1,"If unit initiates combat, restores 3 HP to adjacent allies after combat.",1,C,136,FALSE,,,,,,,,,,,Any,Any
Breath of Life 2,"If unit initiates combat, restores 5 HP to adjacent allies after combat.",2,C,136,FALSE,,,,,,,,,,,Any,Any
Breath of Life 3,"If unit initiates combat, restores 7 HP to adjacent allies after combat.",3,C,136,FALSE,,,,,,,,,,,Any,Any
Savage Blow 1,"If unit initiates combat, deals 3 damage to foes within 2 spaces of target after combat.",1,C,137,FALSE,,,,,,,,,,,Any,Any
Savage Blow 2,"If unit initiates combat, deals 5 damage to foes within 2 spaces of target after combat.",2,C,137,FALSE,,,,,,,,,,,Any,Any
Savage Blow 3,"If unit initiates combat, deals 7 damage to foes within 2 spaces of target after combat.",3,C,137,FALSE,,,,,,,,,,,Any,Any
Spur Atk 1,Grants Atk+2 to adjacent allies during combat.,1,C,138,TRUE,spurAtk,2,,,,,,,,,Any,Any
Spur Atk 2,Grants Atk+3 to adjacent allies during combat.,2,C,138,TRUE,spurAtk,3,,,,,,,,,Any,Any
Spur Atk 3,Grants Atk+4 to adjacent allies during combat.,3,C,138,TRUE,spurAtk,4,,,,,,,,,Any,Any
Spur Spd 1,Grants Spd+2 to adjacent allies during combat.,1,C,139,TRUE,spurSpd,2,,,,,,,,,Any,Any
Spur Spd 2,Grants Spd+3 to adjacent allies during combat.,2,C,139,TRUE,spurSpd,3,,,,,,,,,Any,Any
Spur Spd 3,Grants Spd+4 to adjacent allies during combat.,3,C,139,TRUE,spurSpd,4,,,,,,,,,Any,Any
Spur Def 1,Grants Def+2 to adjacent allies during combat.,1,C,140,TRUE,spurDef,2,,,,,,,,,Any,Any
Spur Def 2,Grants Def+3 to adjacent allies during combat.,2,C,140,TRUE,spurDef,3,,,,,,,,,Any,Any
Spur Def 3,Grants Def+4 to adjacent allies during combat.,3,C,140,TRUE,spurDef,4,,,,,,,,,Any,Any
Spur Res 1,Grants Res+2 to adjacent allies during combat.,1,C,141,TRUE,spurRes,2,,,,,,,,,Any,Any
Spur Res 2,Grants Res+3 to adjacent allies during combat.,2,C,141,TRUE,spurRes,3,,,,,,,,,Any,Any
Spur Res 3,Grants Res+4 to adjacent allies during combat.,3,C,141,TRUE,spurRes,4,,,,,,,,,Any,Any
Spur Atk/Spd 1,Grants Atk/Spd+2 to adjacent allies during combat.,2,C,142,TRUE,spurAtk,2,spurSpd,2,,,,,,,Any,Any
Spur Atk/Spd 2,Grants Atk/Spd+3 to adjacent allies during combat.,3,C,142,TRUE,spurAtk,3,spurSpd,3,,,,,,,Any,Any
Spur Atk/Def 1,Grants Atk/Def+2 to adjacent allies during combat.,2,C,143,TRUE,spurAtk,2,spurDef,2,,,,,,,Any,Any
Spur Atk/Def 2,Grants Atk/Def+3 to adjacent allies during combat.,3,C,143,TRUE,spurAtk,3,spurDef,3,,,,,,,Any,Any
Spur Atk/Res 1,Grants Atk/Res+2 to adjacent allies during combat.,2,C,144,TRUE,spurAtk,2,spurRes,2,,,,,,,Any,Any
Spur Atk/Res 2,Grants Atk/Res+3 to adjacent allies during combat.,3,C,144,TRUE,spurAtk,3,spurRes,3,,,,,,,Any,Any
Spur Spd/Def 1,Grants Spd/Def+2 to adjacent allies during combat.,2,C,145,TRUE,spurSpd,2,spurDef,2,,,,,,,Any,Any
Spur Spd/Def 2,Grants Spd/Def+3 to adjacent allies during combat.,3,C,145,TRUE,spurSpd,3,spurDef,3,,,,,,,Any,Any
Spur Spd/Res 1,Grants Spd/Res+2 to adjacent allies during combat.,2,C,146,TRUE,spurSpd,2,spurRes,2,,,,,,,Any,Any
Spur Spd/Res 2,Grants Spd/Res+3 to adjacent allies during combat.,3,C,146,TRUE,spurSpd,3,spurRes,3,,,,,,,Any,Any
Spur Def/Res 1,Grants Def/Res+2 to adjacent allies during combat.,2,C,147,TRUE,spurDef,2,spurRes,2,,,,,,,Any,Any
Spur Def/Res 2,Grants Def/Res+3 to adjacent allies during combat.,3,C,147,TRUE,spurDef,3,spurRes,3,,,,,,,Any,Any
Drive Atk 1,Grants Atk+2 to allies within 2 spaces during combat.,2,C,148,FALSE,,,,,,,,,,,Any,Any
Drive Atk 2,Grants Atk+3 to allies within 2 spaces during combat.,3,C,148,FALSE,,,,,,,,,,,Any,Any
Drive Spd 1,Grants Spd+2 to allies within 2 spaces during combat.,2,C,149,FALSE,,,,,,,,,,,Any,Any
Drive Spd 2,Grants Spd+3 to allies within 2 spaces during combat.,3,C,149,FALSE,,,,,,,,,,,Any,Any
Drive Def 1,Grants Def+2 to allies within 2 spaces during combat.,2,C,150,FALSE,,,,,,,,,,,Any,Any
Drive Def 2,Grants Def+3 to allies within 2 spaces during combat.,3,C,150,FALSE,,,,,,,,,,,Any,Any
Drive Res 1,Grants Res+2 to allies within 2 spaces during combat.,2,C,151,FALSE,,,,,,,,,,,Any,Any
Drive Res 2,Grants Res+3 to allies within 2 spaces during combat.,3,C,151,FALSE,,,,,,,,,,,Any,Any
Close Guard 1,"Allies within 2 spaces gain: ""If foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+2 during combat.""",1,C,152,FALSE,,,,,,,,,,,Any,Any
Close Guard 2,"Allies within 2 spaces gain: ""If foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+3 during combat.""",2,C,152,FALSE,,,,,,,,,,,Any,Any
Close Guard 3,"Allies within 2 spaces gain: ""If foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+4 during combat.""",3,C,152,FALSE,,,,,,,,,,,Any,Any
Distant Guard 1,"Allies within 2 spaces gain: ""If foe uses bow, dagger, magic, or staff, grants Def/Res+2 during combat.""",1,C,153,FALSE,,,,,,,,,,,Any,Any
Distant Guard 2,"Allies within 2 spaces gain: ""If foe uses bow, dagger, magic, or staff, grants Def/Res+3 during combat.""",2,C,153,FALSE,,,,,,,,,,,Any,Any
Distant Guard 3,"Allies within 2 spaces gain: ""If foe uses bow, dagger, magic, or staff, grants Def/Res+4 during combat.""",3,C,153,FALSE,,,,,,,,,,,Any,Any
Goad Dragons,Grants Atk/Spd+4 to dragon allies within 2 spaces during combat.,1,C,154,FALSE,,,,,,,,,,,Any,Any
Goad Beasts,Grants Atk/Spd+4 to beast allies within 2 spaces during combat.,1,C,155,FALSE,,,,,,,,,,,Any,Any
Ward Dragons,Grants Def/Res+4 to dragon allies within 2 spaces during combat.,1,C,156,FALSE,,,,,,,,,,,Any,Any
Ward Beasts,Grants Def/Res+4 to beast allies within 2 spaces during combat.,1,C,157,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Rein 1,Inflicts Atk/Spd-2 on foes within 2 spaces during combat.,1,C,158,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Rein 2,Inflicts Atk/Spd-3 on foes within 2 spaces during combat.,2,C,158,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Rein 3,Inflicts Atk/Spd-4 on foes within 2 spaces during combat.,3,C,158,FALSE,,,,,,,,,,,Any,Any
Atk/Res Rein 1,Inflicts Atk/Res-2 on foes within 2 spaces during combat.,1,C,159,FALSE,,,,,,,,,,,Any,Any
Atk/Res Rein 2,Inflicts Atk/Res-3 on foes within 2 spaces during combat.,2,C,159,FALSE,,,,,,,,,,,Any,Any
Atk/Res Rein 3,Inflicts Atk/Res-4 on foes within 2 spaces during combat.,3,C,159,FALSE,,,,,,,,,,,Any,Any
Spd/Def Rein 1,Inflicts Spd/Res-2 on foes within 2 spaces during combat.,1,C,160,FALSE,,,,,,,,,,,Any,Any
Spd/Def Rein 2,Inflicts Spd/Res-3 on foes within 2 spaces during combat.,2,C,160,FALSE,,,,,,,,,,,Any,Any
Spd/Def Rein 3,Inflicts Spd/Res-4 on foes within 2 spaces during combat.,3,C,160,FALSE,,,,,,,,,,,Any,Any
Hone Atk 1,"At start of turn, grants Atk+2 to adjacent allies for 1 turn.",1,C,161,FALSE,,,,,,,,,,,Any,Any
Hone Atk 2,"At start of turn, grants Atk+3 to adjacent allies for 1 turn.",2,C,161,FALSE,,,,,,,,,,,Any,Any
Hone Atk 3,"At start of turn, grants Atk+4 to adjacent allies for 1 turn.",3,C,161,FALSE,,,,,,,,,,,Any,Any
Hone Spd 1,"At start of turn, grants Spd+2 to adjacent allies for 1 turn.",1,C,162,FALSE,,,,,,,,,,,Any,Any
Hone Spd 2,"At start of turn, grants Spd+3 to adjacent allies for 1 turn.",2,C,162,FALSE,,,,,,,,,,,Any,Any
Hone Spd 3,"At start of turn, grants Spd+4 to adjacent allies for 1 turn.",3,C,162,FALSE,,,,,,,,,,,Any,Any
Fortify Def 1,"At start of turn, grants Def+2 to adjacent allies for 1 turn.",1,C,163,FALSE,,,,,,,,,,,Any,Any
Fortify Def 2,"At start of turn, grants Def+3 to adjacent allies for 1 turn.",2,C,163,FALSE,,,,,,,,,,,Any,Any
Fortify Def 3,"At start of turn, grants Def+4 to adjacent allies for 1 turn.",3,C,163,FALSE,,,,,,,,,,,Any,Any
Fortify Res 1,"At start of turn, grants Res+2 to adjacent allies for 1 turn.",1,C,164,FALSE,,,,,,,,,,,Any,Any
Fortify Res 2,"At start of turn, grants Res+3 to adjacent allies for 1 turn.",2,C,164,FALSE,,,,,,,,,,,Any,Any
Fortify Res 3,"At start of turn, grants Res+4 to adjacent allies for 1 turn.",3,C,164,FALSE,,,,,,,,,,,Any,Any
Hone Dragons,"At start of turn, grants Atk/Spd+6 to adjacent dragon allies for 1 turn.",1,C,165,FALSE,,,,,,,,,,,Any,Any
Fortify Dragons,"At start of turn, grants Def/Res+6 to adjacent dragon allies for 1 turn.",1,C,166,FALSE,,,,,,,,,,,Any,Any
Hone Beasts,"At start of turn, grants Atk/Spd+6 to adjacent beast allies for 1 turn.",1,C,167,FALSE,,,,,,,,,,,Any,Any
Fortify Beasts,"At start of turn, grants Def/Res+6 to adjacent beast allies for 1 turn.",1,C,168,FALSE,,,,,,,,,,,Any,Any
Atk Tactic 1,"At start of turn, grants Atk+2 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",1,C,169,FALSE,,,,,,,,,,,Any,Any
Atk Tactic 2,"At start of turn, grants Atk+4 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",2,C,169,FALSE,,,,,,,,,,,Any,Any
Atk Tactic 3,"At start of turn, grants Atk+6 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",3,C,169,FALSE,,,,,,,,,,,Any,Any
Spd Tactic 1,"At start of turn, grants Spd+2 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",1,C,170,FALSE,,,,,,,,,,,Any,Any
Spd Tactic 2,"At start of turn, grants Spd+4 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",2,C,170,FALSE,,,,,,,,,,,Any,Any
Spd Tactic 3,"At start of turn, grants Spd+6 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",3,C,170,FALSE,,,,,,,,,,,Any,Any
Def Tactic 1,"At start of turn, grants Def+2 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",1,C,171,FALSE,,,,,,,,,,,Any,Any
Def Tactic 2,"At start of turn, grants Def+4 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",2,C,171,FALSE,,,,,,,,,,,Any,Any
Def Tactic 3,"At start of turn, grants Def+6 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",3,C,171,FALSE,,,,,,,,,,,Any,Any
Res Tactic 1,"At start of turn, grants Res+2 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",1,C,172,FALSE,,,,,,,,,,,Any,Any
Res Tactic 2,"At start of turn, grants Res+4 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",2,C,172,FALSE,,,,,,,,,,,Any,Any
Res Tactic 3,"At start of turn, grants Res+6 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",3,C,172,FALSE,,,,,,,,,,,Any,Any
Infantry Rush 1,"Infantry allies within 2 spaces gain: ""If unit's Atk ≥ foe's Atk+5, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)""",1,C,173,FALSE,,,,,,,,,,,Any,Any
Infantry Rush 2,"Infantry allies within 2 spaces gain: ""If unit's Atk ≥ foe's Atk+3, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)""",2,C,173,FALSE,,,,,,,,,,,Any,Any
Infantry Rush 3,"Infantry allies within 2 spaces gain: ""If unit's Atk > foe's Atk, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)""",3,C,173,FALSE,,,,,,,,,,,Any,Any
Time's Pulse 1,,1,C,238,FALSE,,,,,,,,,,,Any,Any
Time's Pulse 2,,2,C,238,FALSE,,,,,,,,,,,Any,Any
Time's Pulse 3,,3,C,238,FALSE,,,,,,,,,,,Any,Any
Inf. Hexblade 1,"If adjacent infantry allies use sword, lance, axe, bow, or dagger, calculates their damage using the lower of foe's Def or Res during combat. (Does not affect damage dealt by Specials that trigger before combat.)",1,C,174,FALSE,,,,,,,,,,,Any,Any
Inf. Hexblade 2,"If adjacent infantry allies use sword, lance, axe, bow, or dagger, grants Atk/Spd+1 to those allies and calculates their damage using the lower of foe's Def or Res during combat. (Does not affect damage dealt by Specials that trigger before combat.)",2,C,174,FALSE,,,,,,,,,,,Any,Any
Inf. Hexblade 3,"If adjacent infantry allies use sword, lance, axe, bow, or dagger, grants Atk/Spd+2 to those allies and calculates their damage using the lower of foe's Def or Res during combat. (Does not affect damage dealt by Specials that trigger before combat.)",3,C,174,FALSE,,,,,,,,,,,Any,Any
Threaten Atk 1,"At start of turn, inflicts Atk-3 on foes within 2 spaces through their next actions.",1,C,175,FALSE,,,,,,,,,,,Any,Any
Threaten Atk 2,"At start of turn, inflicts Atk-4 on foes within 2 spaces through their next actions.",2,C,175,FALSE,,,,,,,,,,,Any,Any
Threaten Atk 3,"At start of turn, inflicts Atk-5 on foes within 2 spaces through their next actions.",3,C,175,FALSE,,,,,,,,,,,Any,Any
Threaten Spd 1,"At start of turn, inflicts Spd-3 on foes within 2 spaces through their next actions.",1,C,176,FALSE,,,,,,,,,,,Any,Any
Threaten Spd 2,"At start of turn, inflicts Spd-4 on foes within 2 spaces through their next actions.",2,C,176,FALSE,,,,,,,,,,,Any,Any
Threaten Spd 3,"At start of turn, inflicts Spd-5 on foes within 2 spaces through their next actions.",3,C,176,FALSE,,,,,,,,,,,Any,Any
Threaten Def 1,"At start of turn, inflicts Def-3 on foes within 2 spaces through their next actions.",1,C,177,FALSE,,,,,,,,,,,Any,Any
Threaten Def 2,"At start of turn, inflicts Def-4 on foes within 2 spaces through their next actions.",2,C,177,FALSE,,,,,,,,,,,Any,Any
Threaten Def 3,"At start of turn, inflicts Def-5 on foes within 2 spaces through their next actions.",3,C,177,FALSE,,,,,,,,,,,Any,Any
Threaten Res 1,"At start of turn, inflicts Res-3 on foes within 2 spaces through their next actions.",1,C,178,FALSE,,,,,,,,,,,Any,Any
Threaten Res 2,"At start of turn, inflicts Res-4 on foes within 2 spaces through their next actions.",2,C,178,FALSE,,,,,,,,,,,Any,Any
Threaten Res 3,"At start of turn, inflicts Res-5 on foes within 2 spaces through their next actions.",3,C,178,FALSE,,,,,,,,,,,Any,Any
Threat. Atk/Def 1,"At start of turn, inflicts Atk/Def-3 on foes within 2 spaces through their next actions.",2,C,179,FALSE,,,,,,,,,,,Any,Any
