IntName,Name,Epithet,HP,Atk,Spd,Def,Res,Movement,Weapon Type,Game,Secondary Game,HP Grow,Atk Grow,Spd Grow,Def Grow,Res Grow,DFlowerLimit,BVID,HeroType,HasResp,RefreshType
PI!Hinoka,Hinoka,Fair Pirate Pair,40,40,40,23,23,2,GBow,14,-1,50,70,70,45,40,20,187,0,FALSE,0
HS!Hinoka,Hinoka,Relaxed Warrior,38,35,35,16,26,2,GDagger,14,-1,50,60,60,30,45,25,157,0,FALSE,0
L!Hinoka,Hinoka,Thundering Wings,40,46,46,23,22,2,RBow,14,-1,50,90,70,45,40,10,71,0,FALSE,0
Hinoka,Hinoka,Warrior Princess,41,35,32,25,24,2,Lance,14,-1,50,65,55,45,40,25,235,0,FALSE,0
Holst,Holst,Hero of Leicester,42,43,41,35,26,0,Sword,16,-1,55,75,70,60,45,10,231,HERO,FALSE,0
Hortensia,Hortensia,Little Charmer,36,44,47,16,34,2,Staff,17,-1,45,70,90,30,60,5,195,REARM,FALSE,0
Hríd,Hríd,Icy Blade,41,37,17,36,26,1,Sword,0,-1,50,70,30,55,50,25,213,LEGEND,FALSE,0
NY!Hríd,Hríd,Resolute Prince,42,38,19,36,27,2,Sword,0,-1,55,65,35,60,50,25,87,HERO,FALSE,0
Hubert,Hubert,Sinister Servant,41,39,32,19,25,0,RTome,16,-1,55,65,55,35,45,25,159,HERO,FALSE,0
Hugh,Hugh,Worldly Mage,40,38,42,27,24,0,RTome,6,-1,50,70,75,45,40,15,253,HERO,FALSE,0
Iago,Iago,Nohr's Tactician,42,38,27,23,32,0,RTome,14,-1,55,65,50,40,55,25,191,HERO,FALSE,0
Idunn,Idunn,Dark Priestess,45,35,26,39,34,3,RDragon,6,-1,60,55,50,70,70,25,165,HERO,FALSE,0
A!Idunn,Idunn,Divine Demon,45,43,26,43,38,3,BDragon,6,-1,70,75,45,75,70,15,225,ASC,FALSE,0
SP!Idunn,Idunn,Dragonkin Duo,46,37,26,37,38,3,RDragon,6,-1,60,65,50,70,70,25,117,DUO,FALSE,0
WI!Ignatz,Ignatz,Snowscape Artist,42,35,40,31,37,3,CBow,16,-1,50,65,65,55,65,15,87,HERO,FALSE,0
Igrene,Igrene,Nabata Protector,42,37,37,26,24,0,RBow,6,-1,55,70,65,45,40,25,168,HERO,FALSE,0
NI!Igrene,Igrene,Ninja of Nabata,40,43,38,22,30,2,CDagger,6,-1,50,75,70,40,50,15,122,HERO,FALSE,0
DE!Igrene,Igrene,Sworn Protectors,40,46,46,24,32,0,BBow,6,-1,50,80,90,40,50,5,128,,FALSE,0
B!Ike,Ike,Brave Mercenary,43,36,28,35,20,0,Axe,9,-1,60,60,50,60,35,30,245,HERO,TRUE,0
CH!Ike,Ike,Close-Knit Siblings,40,42,42,32,26,0,Sword,9,-1,50,70,70,55,50,15,101,DUO,FALSE,0
V!Ike,Ike,Stalwart Heart,45,37,38,35,19,3,Sword,9,-1,55,65,65,60,30,25,75,HERO,FALSE,0
L!Ike,Ike,Vanguard Legend,41,36,30,35,21,0,Sword,10,-1,50,60,55,60,40,30,49,LEGEND,FALSE,0
Ike,Ike,Young Mercenary,42,35,31,32,18,0,Sword,9,-1,55,60,55,55,30,30,85,HERO,TRUE,0
FA!Ike,Ike,Zeal Unleashed,40,35,42,32,23,0,Sword,10,-1,50,60,70,60,40,25,185,HERO,FALSE,0
E!Ike,Ike,Of Radiance,41,47,18,45,45,0,Sword,17,10,50,90,30,70,75,5,64,EMBLEM,FALSE,0
CH!Ilyana,Ilyana,Awakened Appetite,40,41,30,18,42,0,GTome,9,-1,50,70,60,30,70,15,114,HERO,FALSE,0
Ilyana,Ilyana,Hungering Mage,39,38,32,17,40,0,BTome,9,-1,50,65,55,30,70,20,229,HERO,TRUE,0
H!Ilyana,Ilyana,Treat Harvester,41,38,23,30,37,3,BTome,9,-1,50,70,40,50,60,25,161,HERO,FALSE,0
Ingrid,Ingrid,Galatea's Heir,37,35,40,28,27,1,Lance,16,-1,45,65,70,50,45,20,28,HERO,FALSE,0
SU!Ingrid,Ingrid,Solstice Knight,39,34,42,25,26,2,Lance,16,-1,50,65,70,45,40,25,144,HERO,FALSE,0
R!Ingrid,Ingrid,Beacon of Honor,38,44,47,30,25,2,Lance,16,-1,50,70,75,55,50,10,216,REARM,FALSE,0
Inigo,Inigo,Flower Picker,40,44,45,34,30,0,Sword,13,-1,50,80,70,60,55,5,227,HERO,FALSE,0
SP!Inigo,Inigo,Festival Flower,40,38,40,22,27,2,GBow,13,-1,50,65,70,40,50,20,117,HERO,FALSE,0
DA!Inigo,Inigo,Indigo Dancer,37,28,33,22,20,0,GTome,13,-1,50,50,60,40,40,25,125,HERO,FALSE,0
SU!Innes,Innes,Flawless Form,42,33,37,30,20,2,Axe,8,-1,55,55,65,55,35,25,200,HERO,FALSE,0
CH!Innes,Innes,Frelian Moonlight,43,37,38,26,27,0,CBow,8,-1,55,60,70,45,50,20,33,HERO,FALSE,0
Innes,Innes,Regal Strategician,35,33,34,14,31,0,CBow,8,-1,45,55,60,25,55,30,84,HERO,TRUE,0
Isadora,Isadora,Escort of Pherae,38,43,46,32,25,1,Lance,7,-1,50,70,80,60,45,5,171,HERO,FALSE,0
A!Ishtar,Ishtar,Echoing Thunder,40,41,43,17,31,0,BTome,4,-1,50,70,75,30,55,15,134,ASC,FALSE,0
Ishtar,Ishtar,Thunder Goddess,38,34,36,17,26,0,BTome,4,-1,50,60,60,30,45,30,74,HERO,TRUE,0
DA!Ishtar,Ishtar,Thunder's Waltz,36,34,36,16,22,2,RTome,5,-1,45,65,65,30,45,25,183,HERO,FALSE,0
Itsuki,Itsuki,Finding a Path,41,37,30,33,32,0,Sword,69,-1,50,65,50,60,55,25,153,HERO,FALSE,0
Ivy,Ivy,Snow Queen,41,47,34,26,30,2,BTome,17,-1,50,90,70,35,50,5,119,ATTU,FALSE,0
SU!Ivy,Ivy,Tidal Breeze,38,46,25,20,44,2,GTome,17,-1,50,70,50,40,75,10,41,HERO,FALSE,0
Jaffar,Jaffar,Angel of Death,41,26,33,25,22,0,CDagger,7,-1,55,45,55,45,40,30,92,HERO,TRUE,0
WI!Jaffar,Jaffar,Angel of Night,44,35,37,31,27,3,GDagger,7,-1,60,60,65,50,45,25,181,HERO,FALSE,0
Jagen,Jagen,Veteran Knight,37,27,24,25,35,1,Lance,1,-1,40,45,40,40,55,25,2,HERO,FALSE,0
H!Jakob,Jakob,Devoted Monster,42,35,23,33,32,3,CBow,14,-1,50,60,40,55,55,25,94,HERO,FALSE,0
Jakob,Jakob,Devoted Servant,39,29,31,25,24,0,CDagger,14,-1,50,50,50,45,45,25,226,HERO,FALSE,0
Jamke,Jamke,Prince of Verdane,38,36,32,29,17,0,CBow,4,-1,50,65,50,50,30,30,134,HERO,FALSE,0
Jarod,Jarod,Nevassa General,42,46,44,34,27,0,Lance,10,-1,55,90,75,50,45,5,-1,HERO,FALSE,0
Jeorge,Jeorge,Perfect Shot,37,32,32,24,22,0,CBow,4,-1,45,55,55,45,40,30,135,HERO,TRUE,0
Jeralt,Jeralt,Blade Breaker,41,43,26,39,30,1,Lance,16,-1,50,70,50,70,55,10,91,HERO,FALSE,0
Jill,Jill,Fiery Dracoknight,40,39,40,36,17,2,Axe,9,-1,50,70,70,60,30,20,3,HERO,FALSE,0
Jorge,Jorge,Traveling Peddler,45,36,27,35,29,0,BBow,10,-1,60,65,50,55,50,20,243,HERO,FALSE,0
A!Joshua,Joshua,Resolute Tempest,41,39,43,29,25,0,CDagger,8,-1,50,70,75,50,45,15,194,ASC,FALSE,0
Joshua,Joshua,Tempest King,40,31,35,30,28,0,Sword,8,-1,50,55,60,50,50,30,134,HERO,FALSE,0
SU!Joshua,Joshua,Tropical Gambler,40,36,39,28,24,0,RBow,8,-1,50,60,70,50,45,25,58,HERO,FALSE,0
L!Julia,Julia,Crusader of Light,40,39,28,19,36,0,BTome,4,-1,50,70,50,35,60,25,174,LEGEND,FALSE,0
FA!Julia,Julia,Heart Usurped,39,41,24,17,40,0,RTome,4,-1,50,70,45,30,70,25,158,HERO,FALSE,0
Julia,Julia,Naga's Blood,38,35,26,17,32,0,GTome,4,-1,50,60,45,30,55,30,210,HERO,TRUE,0
CF!Julia,Julia,Scion of the Saint,39,42,35,16,35,2,RTome,4,-1,50,70,60,30,65,15,149,HERO,FALSE,0
Julian,Julian,Tender Thief,40,38,38,33,18,0,CDagger,1,-1,50,70,65,60,30,25,188,HERO,FALSE,0
Julius,Julius,Scion of Darkness,38,35,27,16,35,0,RTome,4,-1,50,60,45,30,60,30,143,HERO,FALSE,0
BR!Juno,Juno,Nimble Grace,38,36,38,22,26,2,BTome,6,-1,45,65,70,40,45,20,130,HERO,FALSE,0
DE!Juno,Juno,Soaring Bride,38,43,46,35,27,0,Sword,6,-1,50,80,70,60,50,5,169,HERO,FALSE,0
Kaden,Kaden,Kitsune Braggart,38,32,36,25,25,1,GBeast,14,-1,50,55,60,45,45,25,143,HERO,FALSE,0
NY!Kaden,Kaden,Refreshed Kitsune,41,35,39,25,28,1,RBeast,14,-1,55,60,65,45,50,20,17,HERO,FALSE,0
Kagero,Kagero,Honorable Ninja,31,35,32,22,28,0,CDagger,14,-1,35,60,55,40,50,30,80,HERO,TRUE,0
SP!Kagero,Kagero,Spring Ninja,36,35,34,18,27,2,CDagger,14,-1,45,60,60,30,50,25,34,HERO,FALSE,0
H!Kagero,Kagero,Beverage Ninja,41,38,21,32,33,3,GDagger,14,-1,50,60,40,55,55,25,12,HERO,FALSE,0
FF!Kagero,Kagero,Bond Unwavering,43,47,45,20,23,1,CDagger,14,-1,60,85,70,40,45,5,96,DUO,FALSE,0
Kagetsu,Kagetsu,Onigiri Samurai,42,43,47,35,25,0,Sword,17,-1,55,70,90,60,40,5,129,HERO,FALSE,0
Kamui,Kamui,Wandering Blade,44,38,41,36,22,0,Sword,15,-1,60,65,70,60,40,15,194,HERO,FALSE,0
F!Kana,Kana,Dragon Princess,40,30,34,33,26,0,GDragon,14,-1,50,50,60,60,45,30,123,HERO,FALSE,0
M!Kana,Kana,Dragon Spawn,40,31,33,31,29,0,BDragon,14,-1,50,50,60,55,50,30,63,HERO,FALSE,0
NY!F!Kana,Kana,Rising Sunlight,37,43,45,27,41,0,BDragon,14,-1,45,75,70,50,75,5,253,HERO,FALSE,0
NY!M!Kana,Kana,Rising Dragon,37,42,46,28,40,0,RDragon,14,-1,45,75,70,50,75,5,129,HERO,FALSE,0
Karel,Karel,Sword Demon,47,30,35,25,20,0,Sword,7,-1,65,50,60,45,35,30,34,HERO,FALSE,0
Karin,Karin,Driven Knight,41,37,42,26,31,2,Lance,5,-1,50,70,70,45,55,15,40,HERO,FALSE,0
SP!Karla,Karla,Spring Reveries,40,45,47,24,22,1,Axe,7,-1,50,70,90,45,40,10,238,HERO,FALSE,0
DE!Karla,Karla,Sun-Piercing Steel,41,40,42,31,28,0,Lance,7,-1,50,70,70,55,50,15,14,HERO,FALSE,0
Karla,Karla,Sword Vassal,42,35,40,23,22,0,Sword,7,-1,55,65,70,40,35,30,150,HERO,TRUE,0
DE!Katarina,Katarina,Torchlit Wanderer,39,37,43,16,28,2,BTome,12,-1,50,60,75,30,50,20,224,0,FALSE,0
Katarina,Katarina,Wayward One,34,32,34,15,32,0,RTome,12,-1,40,60,60,25,55,30,190,0,FALSE,0
Kaze,Kaze,Easygoing Ninja,34,30,36,17,34,0,CDagger,14,-1,40,55,60,30,60,30,122,0,FALSE,0
Keaton,Keaton,Lupine Collector,45,41,24,38,19,0,RBeast,14,-1,60,70,40,70,35,25,201,0,FALSE,0
NY!Keaton,Keaton,Resolved Wolfskin,48,41,24,43,20,0,GBeast,14,-1,65,70,40,75,35,20,75,0,FALSE,0
H!Kellam,Kellam,Pumpkin Knight,48,46,31,48,27,3,Sword,13,-1,70,80,45,85,45,5,144,0,FALSE,0
Kempf,Kempf,Conniving General,42,33,33,27,26,1,Sword,5,-1,55,60,60,45,45,25,240,0,FALSE,0
Kent,Kent,Crimson Shield,42,37,40,30,24,1,Sword,7,-1,55,70,70,50,40,15,204,0,FALSE,0
Kiragi,Kiragi,Upbeat Archer,40,38,43,37,23,0,CBow,14,-1,50,70,70,65,45,10,89,0,FALSE,0
Kiria,Kiria,Cool Façade,38,41,20,29,34,0,RTome,69,-1,50,70,35,50,60,25,99,0,FALSE,0
Kjelle,Kjelle,Fair Fighter,47,40,22,37,28,3,Lance,13,-1,55,70,40,60,50,25,177,0,FALSE,0
Klein,Klein,Silver Nobleman,40,31,33,20,24,0,CBow,6,-1,50,50,60,35,45,30,146,0,FALSE,0
Kliff,Kliff,Curious Spirit,37,30,37,25,28,0,BTome,15,-1,50,55,75,50,45,30,206,0,FALSE,0
Knoll,Knoll,Darkness Watcher,43,37,32,19,35,0,RTome,8,-1,55,65,55,35,60,20,21,0,FALSE,0
DE!M!Kris,Kris,Ardent Firebrand,41,37,37,31,22,1,Axe,12,-1,50,65,65,55,40,20,11,0,FALSE,0
M!Kris,Kris,Unknown Hero,40,37,40,30,25,0,Sword,12,-1,50,65,70,50,45,25,41,0,FALSE,0
F!Kris,Kris,Unsung Hero,40,37,40,30,25,0,Lance,12,-1,50,65,70,50,45,25,101,0,FALSE,0
Kronya,Kronya,Gleaming Blade,44,31,39,22,26,0,CDagger,16,-1,60,50,65,40,50,25,175,0,FALSE,0
H!Kurthnaga,Kurthnaga,Autumn Goldoan,45,39,27,36,35,0,RDragon,10,-1,60,65,50,60,60,15,48,0,FALSE,0
Kvasir,Kvasir,Seer of the Past,40,44,47,17,26,1,RTome,0,-1,50,80,70,30,50,25,204,0,FALSE,0
NY!Kvasir,Kvasir,Unknown Future,40,45,47,21,30,0,CTome,0,-1,50,80,90,30,50,5,98,0,FALSE,0
NY!Kyza,Kyza,Tiger of Fortune,45,39,26,41,30,0,RBeast,10,-1,60,65,45,70,55,15,68,0,FALSE,0
H!L'Arachel,L'Arachel,Harvest Princess,39,36,34,22,20,1,GTome,8,-1,50,65,60,45,30,25,84,0,FALSE,0
L'Arachel,L'Arachel,Princess of Light,33,33,31,17,31,1,BTome,8,-1,40,55,55,30,55,25,152,0,TRUE,0
CH!L'Arachel,L'Arachel,Seeker of Justice,36,37,38,16,30,1,Staff,8,-1,45,65,70,30,50,20,101,0,FALSE,0
SU!L'Arachel,L'Arachel,Summer Princess,37,46,44,16,30,2,Staff,8,-1,50,70,80,30,55,10,12,0,FALSE,0
DA!Lachesis,Lachesis,Ballroom Bloom,37,37,27,19,37,2,GDagger,4,-1,50,70,50,35,65,20,151,0,FALSE,0
Lachesis,Lachesis,Lionheart's Sister,39,32,25,22,30,0,Staff,4,-1,50,60,40,40,50,30,170,0,TRUE,0
SU!Laegjarn,Laegjarn,Burning Sun,37,34,37,20,21,2,BTome,0,-1,45,65,65,35,35,25,107,0,FALSE,0
NI!Laegjarn,Laegjarn,Flame and Frost,40,44,19,37,38,2,BBow,0,-1,50,70,35,65,75,10,135,0,FALSE,0
A!Laegjarn,Laegjarn,Flame Ascendant,40,39,41,30,18,1,CBow,0,-1,50,70,70,55,35,15,51,0,FALSE,0
NY!Laegjarn,Laegjarn,New Experiences,38,32,35,35,17,1,Lance,0,-1,50,55,60,60,30,25,121,0,FALSE,0
Laegjarn,Laegjarn,Sheathed Steel,41,32,36,36,17,2,Sword,0,-1,55,55,60,65,30,25,35,0,FALSE,0
SU!Laevatein,Laevatein,Bonfire's Blaze,38,38,16,31,26,2,GTome,0,-1,50,70,25,55,45,25,238,0,FALSE,0
NY!Laevatein,Laevatein,Kumade Warrior,33,36,30,27,18,1,Staff,0,-1,40,60,55,45,35,25,252,0,FALSE,0
NI!Laevatein,Laevatein,Ninja of Múspell,41,42,18,37,34,2,Axe,0,-1,50,70,30,70,60,20,12,0,FALSE,0
Laevatein,Laevatein,Searing Steel,39,37,31,34,22,0,Sword,0,-1,50,60,55,60,40,30,166,0,FALSE,0
Lara,Lara,Step Lively,40,35,44,34,24,0,RDagger,5,-1,55,70,75,60,45,5,110,0,FALSE,2
Lapis,Lapis,Mighty Flower,41,41,45,29,32,0,Sword,17,-1,55,75,70,50,55,10,214,0,FALSE,0
BR!Lapis,Lapis,Mighty Bride,41,42,47,30,24,1,Sword,17,-1,50,70,90,50,45,5,-1,HERO,FALSE,0
Larcei,Larcei,Keen Kin,41,36,40,30,25,0,Sword,4,-1,55,65,70,50,40,25,160,0,FALSE,0
CF!Larcei,Larcei,Scion of Astra,40,39,42,33,28,0,Axe,4,-1,50,70,70,55,50,15,99,0,FALSE,0
BR!Larum,Larum,Dancing Bride,38,32,40,26,31,2,Lance,6,-1,45,65,70,50,55,15,132,0,FALSE,0
Larum,Larum,Sprightly Dancer,37,32,39,18,30,0,CDagger,6,-1,45,60,70,35,60,25,28,0,FALSE,0
Laslow,Laslow,Dancing Duelist,44,35,26,30,22,0,Sword,14,-1,55,60,45,55,40,25,230,0,FALSE,0
Laurent,Laurent,The Elucidator,39,46,30,24,43,0,CTome,13,-1,60,90,50,40,70,5,105,0,FALSE,0
Leanne,Leanne,Forest's Song,36,27,37,16,34,2,CBeast,10,-1,50,50,65,30,60,25,245,0,FALSE,0
Legault,Legault,The Hurricane,39,31,38,24,19,0,CDagger,7,-1,50,55,65,40,35,30,232,0,FALSE,0
Legion,Legion,Masked Maniac,46,36,35,22,18,0,Axe,12,-1,60,60,60,40,35,30,114,0,FALSE,0
CF!Leif,Leif,Destined Scions,40,40,41,27,20,1,CBow,5,-1,50,70,70,50,40,15,115,0,FALSE,0
Leif,Leif,Prince of Leonster,40,32,38,30,23,0,Sword,5,-1,50,60,65,50,40,30,27,0,TRUE,0
L!Leif,Leif,Unifier of Thracia,40,38,22,29,27,1,CBow,776,-1,50,70,45,50,45,25,247,0,FALSE,0
TH!Leila,Leila,Keen Lookout,40,38,43,20,25,2,RTome,7,-1,50,70,70,40,45,15,218,0,FALSE,0
Leila,Leila,Rose amid Fangs,40,36,41,23,26,0,CDagger,7,-1,50,65,70,45,45,25,217,0,FALSE,0
Lena,Lena,Tender Angel,40,32,29,24,37,0,Staff,1,-1,50,55,50,45,65,25,22,0,FALSE,0
Lene,Lene,Yearning Dancer,35,28,35,23,28,0,Sword,4,-1,45,50,65,45,50,30,121,0,FALSE,0
SP!Leo,Leo,Extra Tomatoes,37,33,21,27,28,1,GTome,14,-1,50,50,35,50,50,25,242,0,FALSE,0
SU!Leo,Leo,Seashore's Prince,37,32,27,16,35,0,RTome,14,-1,45,55,50,25,65,30,93,0,FALSE,0
V!Leo,Leo,Shrouded Heart,37,45,31,16,45,1,GBow,14,-1,50,70,60,30,80,10,223,0,FALSE,0
Leo,Leo,Sorcerous Prince,39,29,22,25,30,1,RTome,14,-1,50,50,40,45,50,25,41,0,FALSE,0
Leon,Leon,True of Heart,39,34,30,30,15,0,CBow,15,-1,50,60,55,50,25,30,54,0,FALSE,0
Leonardo,Leonardo,Freedom's Arrow,40,44,42,26,36,0,CBow,10,-1,50,70,75,50,65,5,-1,HERO,FALSE,0
SU!Leonie,Leonie,Relentless Rays,41,36,39,27,19,1,CBow,16,-1,55,65,70,45,35,20,113,0,FALSE,0
Lethe,Lethe,Gallia's Valkyrie,41,33,38,26,19,1,RBeast,10,-1,55,55,65,50,30,25,18,0,FALSE,0
NY!Lethe,Lethe,New Year's Claw,41,35,41,27,18,1,GBeast,10,-1,55,60,70,50,30,25,148,0,FALSE,0
Letizia,Letizia,Curse Director,38,40,16,35,34,1,GTome,0,-1,50,70,30,60,60,15,122,0,FALSE,0
Lewyn,Lewyn,Guiding Breeze,38,34,37,17,25,0,GTome,4,-1,50,60,60,30,45,30,214,0,FALSE,0
CF!Lewyn,Lewyn,Wind-Song Scion,40,38,40,19,34,0,BTome,4,-1,50,70,70,30,60,15,153,0,FALSE,0
Lex,Lex,Young Blade,45,36,30,38,19,1,Axe,4,-1,55,65,55,65,35,20,183,0,FALSE,0
Libra,Libra,Fetching Friar,40,35,32,28,29,0,Axe,13,-1,50,60,55,50,50,30,12,0,FALSE,0
R!Líf,Líf,Arcane Blade,41,43,29,41,26,1,Sword,0,-1,50,70,50,75,50,10,152,0,FALSE,0
Líf,Líf,Lethal Swordsman,42,38,30,34,29,0,Sword,0,-1,55,70,50,55,50,25,166,0,FALSE,0
V!Líf,Líf,Undying Ties Duo,39,39,25,30,25,1,RTome,0,-1,50,70,50,50,40,20,10,0,FALSE,0
PI!Lifis,Lifis,Terror of Iz,47,36,40,30,23,0,Axe,5,-1,65,65,65,50,40,20,252,0,FALSE,0
SU!Lilina,Lilina,Beachside Bloom,35,38,25,16,35,1,RDagger,6,-1,40,70,45,30,60,25,174,0,FALSE,0
BR!Lilina,Lilina,Beaming Bride,39,44,22,16,42,1,BTome,6,-1,50,80,40,30,70,15,172,0,FALSE,0
V!Lilina,Lilina,Blush of Youth,34,35,30,20,26,1,GTome,6,-1,40,60,50,35,50,25,48,0,FALSE,0
Lilina,Lilina,Delightful Noble,35,37,25,19,31,0,RTome,6,-1,45,65,45,35,50,30,58,0,TRUE,0
L!Lilina,Lilina,Firelight Leader,39,42,21,16,40,1,RTome,6,-1,50,70,35,30,75,20,150,0,FALSE,0
Lilith,Lilith,Astral Daughter,39,36,41,27,30,2,BDragon,14,-1,50,70,75,50,55,25,45,0,FALSE,0
FA!Lilith,Lilith,Silent Broodling,39,40,43,29,33,2,RDragon,14,-1,50,75,80,55,60,15,244,0,FALSE,0
Limstella,Limstella,Living Construct,41,39,23,32,36,0,GTome,7,-1,55,70,40,55,60,15,146,0,FALSE,0
DE!Linde,Linde,Bound by Fate,37,44,45,16,27,1,RTome,1,-1,50,70,75,30,55,10,21,0,FALSE,0
Linde,Linde,Light Mage,35,35,36,14,27,0,BTome,1,-1,45,60,60,25,50,30,61,0,TRUE,0
SU!Linde,Linde,Summer Rays,33,34,35,16,26,1,CDagger,1,-1,40,60,60,30,45,25,177,0,FALSE,0
Linhardt,Linhardt,Hevring's Heir,39,34,25,30,38,0,Staff,16,-1,50,60,45,50,65,20,255,HERO,FALSE,0
SP!Linhardt,Linhardt,Spring Snoozer,40,46,31,25,46,0,CBow,16,-1,50,75,55,40,90,5,81,HERO,FALSE,0
Linus,Linus,Mad Dog,42,37,33,32,19,0,Axe,7,-1,55,65,55,55,35,30,176,HERO,FALSE,0
FA!Linus,Linus,Savage Dog,42,46,43,36,20,0,Axe,7,-1,55,80,70,65,35,10,119,HERO,FALSE,0
Lissa,Lissa,Sprightly Cleric,39,26,25,28,30,0,Staff,13,-1,50,45,45,50,50,30,4,HERO,FALSE,0
WI!Lissa,Lissa,Pure Joy,43,33,30,35,34,3,Axe,13,-1,50,55,50,60,60,25,29,HERO,FALSE,0
V!Lissa,Lissa,Sweet Celebrant,42,35,25,37,40,3,Staff,13,-1,55,60,40,65,70,15,58,HERO,FALSE,0
CH!Lissa,Lissa,Littlest Princess,40,47,17,47,42,0,Axe,13,-1,50,90,30,75,70,5,145,HERO,FALSE,0
Lloyd,Lloyd,White Wolf,41,32,35,20,30,0,Sword,7,-1,55,55,60,35,50,30,250,HERO,FALSE,0
FA!Lloyd,Lloyd,Vengeful Wolf,41,43,46,31,32,0,Sword,7,-1,50,70,80,55,60,5,129,HERO,FALSE,0
SP!Loki,Loki,Spring Trickster,39,31,34,27,25,2,CBow,0,-1,50,55,60,50,40,25,140,HERO,FALSE,0
Loki,Loki,The Trickster,42,33,35,16,25,0,Staff,0,-1,55,55,60,30,45,30,102,HERO,FALSE,0
MY!Loki,Loki,Trickster God,39,47,30,16,47,2,Staff,0,-1,50,75,50,30,90,5,38,MYTHIC,FALSE,0
Lon'qu,Lon'qu,Solitary Blade,45,29,39,22,22,0,Sword,13,-1,60,50,65,40,40,25,43,HERO,TRUE,0
SU!Lorenz,Lorenz,Highborn Heat,45,32,31,25,29,0,RTome,16,-1,60,55,55,45,50,25,160,HERO,FALSE,0
BR!Louise,Louise,Eternal Devotion,39,31,34,17,30,1,CBow,7,-1,50,55,60,30,50,25,23,HERO,FALSE,0
Louise,Louise,Lady of Violets,41,37,42,16,36,0,CBow,7,-1,50,65,75,30,60,20,229,HERO,FALSE,0
Lucia,Lucia,Tireless Advisor,40,41,45,29,32,0,Sword,10,-1,50,70,70,55,60,10,198,HERO,FALSE,0
B!Lucina,Lucina,Brave Princess,41,34,36,27,19,0,Lance,13,-1,55,60,60,45,35,30,98,HERO,TRUE,0
V!Lucina,Lucina,Future Fondness,41,39,42,37,31,3,Axe,13,-1,55,70,70,60,50,15,248,HERO,FALSE,0
Lucina,Lucina,Future Witness,43,34,36,25,19,0,Sword,13,-1,55,60,60,45,35,25,194,HERO,TRUE,0
L!Lucina,Lucina,Glorious Archer,36,34,35,25,20,0,BBow,13,-1,45,60,60,45,35,30,94,LEGEND,FALSE,0
SP!Lucina,Lucina,Spring Exalt,35,29,36,22,25,0,BTome,13,-1,45,50,60,40,45,30,84,HERO,FALSE,0
R!Lucina,Lucina,Fate's Resolve,40,43,47,31,23,1,Axe,13,-1,50,70,90,55,40,5,190,REARM,FALSE,0
Lucius,Lucius,The Light,37,32,30,13,35,0,Staff,7,-1,45,60,50,25,60,30,232,LEGEND,TRUE,0
CH!Lucius,Lucius,Calming Light,38,45,31,17,47,0,Staff,7,-1,50,75,55,30,80,10,117,LEGEND,FALSE,0
Ludveck,Ludveck,Rebellious Duke,46,44,32,45,28,3,Axe,10,-1,60,70,60,70,55,10,95,LEGEND,FALSE,0
Lugh,Lugh,Anima Child,37,35,36,17,31,0,GTome,6,-1,45,70,55,30,55,25,48,LEGEND,FALSE,0
SP!Lukas,Lukas,Buffet for One,51,37,21,42,22,3,Lance,15,-1,60,65,35,70,45,25,255,LEGEND,FALSE,0
Lukas,Lukas,Sharp Soldier,45,35,22,38,17,0,Lance,15,-1,60,60,40,65,30,25,54,LEGEND,TRUE,0
Luke,Luke,Rowdy Squire,43,34,28,30,20,1,Sword,12,-1,55,60,50,50,35,25,54,LEGEND,FALSE,0
Lumera,Lumera,Dragon Monarch,43,43,43,33,25,0,Sword,17,-1,60,70,70,55,50,10,253,LEGEND,FALSE,0
MY!Lumera,Lumera,In Distant Skies,37,43,46,27,40,0,BDragon,17,-1,45,75,90,50,55,5,233,MYTHIC,FALSE,0
FA!Lumera,Lumera,Corrupted Dragon,36,41,45,26,45,0,RDragon,17,-1,45,70,75,50,75,5,64,REARM,FALSE,0
Lute,Lute,Prodigy,33,36,32,16,34,0,BTome,8,-1,40,60,55,30,60,30,13,0,FALSE,0
SU!Lute,Lute,Summer Prodigy,37,35,34,17,32,2,BTome,8,-1,45,65,60,30,55,25,129,0,FALSE,0
Luthier,Luthier,Odd Wayfarer,43,37,36,20,30,0,GTome,15,-1,55,65,65,30,55,20,51,0,FALSE,0
SP!Luthier,Luthier,Spring Hopes,41,38,36,31,27,1,GTome,15,-1,50,70,65,55,45,15,133,0,FALSE,0
FF!Lyn,Lyn,Blazing Whirlwind,39,38,44,34,32,0,Lance,7,-1,50,70,70,60,55,10,130,0,FALSE,0
B!Lyn,Lyn,Brave Lady,35,33,35,18,28,1,CBow,7,-1,45,60,60,30,50,25,157,0,TRUE,0
BR!Lyn,Lyn,Bride of the Plains,39,28,34,23,24,0,Staff,7,-1,50,50,55,40,45,30,239,0,FALSE,0
SU!Lyn,Lyn,Lady of the Beach,37,33,38,20,27,2,BBow,7,-1,45,60,65,35,50,25,241,0,FALSE,0
Lyn,Lyn,Lady of the Plains,37,28,37,26,29,0,Sword,7,-1,45,50,60,45,55,30,125,0,TRUE,0
L!Lyn,Lyn,Lady of the Wind,36,31,36,21,27,0,GBow,7,-1,45,50,60,40,50,30,217,0,FALSE,0
